restaurant_id,name,city,zone,cuisine,price_tier,avg_item_price,rating,num_ratings,is_chain,is_pure_veg,avg_prep_time_mins
R0286,Domino's,Pune,Hinjewadi,Continental,budget,137.0,4.6,2320,True,False,29
R0287,The Food Corner #117,Bangalore,Indiranagar,Chinese,budget,142.0,5.0,3761,False,False,43
R0288,The Food Corner #181,Kolkata,Howrah,South Indian,mid,320.0,3.1,1636,False,True,34
R0289,The Food Corner #102,Delhi,Rohini,Biryani,mid,315.0,4.4,1264,False,True,22
R0290,Pizza Hut,Delhi,Dwarka,Continental,mid,299.0,3.5,1695,True,True,26
R0291,Spice Garden #125,Mumbai,Dadar,North Indian,budget,117.0,3.1,1400,False,False,35
R0292,Spice Garden #26,Bangalore,HSR Layout,North Indian,mid,286.0,3.0,3248,False,False,27
R0293,The Food Corner #144,Hyderabad,Banjara Hills,Street Food,budget,133.0,4.8,414,False,False,29
R0294,The Food Corner #73,Chennai,T Nagar,Chinese,budget,120.0,3.7,3989,False,True,25
R0295,Spice Garden #116,Mumbai,Thane,Street Food,mid,216.0,5.0,4664,False,False,31
R0296,Pizza Hut,Bangalore,Whitefield,Chinese,budget,94.0,3.9,3249,True,False,35
R0297,Spice Garden #27,Mumbai,Andheri,Biryani,budget,141.0,3.4,1676,False,True,38
R0298,Spice Garden #52,Hyderabad,Jubilee Hills,Italian,mid,153.0,4.6,3251,False,False,41
R0299,The Food Corner #13,Mumbai,Powai,Fast Food,budget,123.0,4.9,1695,False,True,26
R0300,Burger King,Pune,Kothrud,Beverages,premium,780.0,4.6,1031,True,False,34
R0301,Bikanervala,Delhi,Connaught Place,Beverages,mid,291.0,4.5,2445,True,False,44
R0302,Spice Garden #52,Delhi,Saket,Italian,premium,797.0,3.7,2086,False,False,32
R0303,KFC,Pune,Hinjewadi,North Indian,budget,122.0,3.1,3602,True,True,43
R0304,McDonald's,Bangalore,Jayanagar,Desserts,mid,157.0,3.4,971,True,False,30
R0305,The Food Corner #83,Mumbai,Thane,Fast Food,budget,134.0,3.9,3796,False,True,17
R0306,Spice Garden #81,Bangalore,HSR Layout,Biryani,mid,207.0,4.9,3708,False,False,44
R0307,The Food Corner #10,Mumbai,Dadar,Italian,budget,100.0,4.4,3832,False,False,41
R0308,Bikanervala,Kolkata,Park Street,Fast Food,budget,88.0,4.7,4045,True,True,23
R0309,The Food Corner #46,Bangalore,Whitefield,Beverages,premium,471.0,3.6,4506,False,False,44
R0310,Pizza Hut,Delhi,Rohini,Fast Food,budget,99.0,4.4,4327,True,False,21
R0311,The Food Corner #189,Bangalore,HSR Layout,Chinese,budget,94.0,4.7,1524,False,False,33
R0312,Spice Garden #148,Mumbai,Bandra,Continental,budget,117.0,4.0,4708,False,False,19
R0313,Spice Garden #165,Chennai,Velachery,Chinese,mid,313.0,3.9,4459,False,False,33
R0314,Spice Garden #147,Pune,Hinjewadi,Italian,budget,87.0,4.4,2118,False,False,24
R0315,The Food Corner #132,Pune,Baner,Biryani,budget,79.0,4.1,3817,False,False,34
R0316,McDonald's,Delhi,Rohini,South Indian,budget,120.0,5.0,2902,True,False,26
R0317,Domino's,Delhi,Lajpat Nagar,Street Food,mid,284.0,3.9,452,True,False,22
R0318,The Food Corner #135,Mumbai,Thane,Street Food,mid,330.0,3.4,1197,False,False,44
R0319,Chai Point,Hyderabad,Hitech City,South Indian,budget,61.0,3.9,662,True,True,17
R0320,Spice Garden #119,Bangalore,Koramangala,Fast Food,budget,137.0,3.5,1926,False,False,33
R0321,Wow! Momo,Bangalore,Jayanagar,South Indian,budget,107.0,4.1,1663,True,False,41
R0322,The Food Corner #180,Pune,Wakad,Street Food,budget,116.0,3.3,3067,False,False,25
R0323,The Food Corner #172,Mumbai,Bandra,North Indian,budget,68.0,4.9,4838,False,False,22
R0324,Spice Garden #20,Mumbai,Andheri,Beverages,mid,237.0,4.7,1784,False,False,40
R0325,Spice Garden #90,Mumbai,Andheri,Street Food,mid,195.0,3.3,3598,False,False,27
R0326,Haldiram's,Delhi,Saket,Street Food,premium,464.0,3.3,2969,True,False,40
R0327,Spice Garden #91,Mumbai,Bandra,North Indian,budget,105.0,4.0,4985,False,True,37
R0328,Spice Garden #19,Bangalore,HSR Layout,Street Food,mid,312.0,4.5,2200,False,False,37
R0329,Haldiram's,Delhi,Lajpat Nagar,Fast Food,mid,299.0,3.4,2430,True,False,24
R0330,The Food Corner #55,Mumbai,Powai,North Indian,mid,268.0,3.1,1860,False,True,32
R0331,Spice Garden #96,Chennai,Velachery,Beverages,premium,593.0,4.1,3251,False,True,26
R0332,The Food Corner #185,Mumbai,Dadar,Biryani,budget,98.0,4.4,802,False,False,21
R0333,Spice Garden #149,Hyderabad,Jubilee Hills,Chinese,budget,148.0,3.5,2522,False,False,40
R0334,Spice Garden #20,Delhi,Connaught Place,Biryani,mid,262.0,4.5,1391,False,True,25
R0335,Spice Garden #5,Bangalore,Koramangala,North Indian,budget,83.0,4.9,554,False,False,24
R0336,Subway,Kolkata,New Town,North Indian,budget,81.0,3.3,3532,True,False,17
R0337,The Food Corner #92,Mumbai,Powai,Italian,budget,115.0,4.0,2019,False,False,44
R0338,The Food Corner #110,Bangalore,Whitefield,Continental,budget,107.0,3.1,4099,False,False,21
R0339,Spice Garden #55,Pune,Wakad,Continental,mid,152.0,3.4,4197,False,False,43
R0340,Spice Garden #172,Bangalore,Koramangala,North Indian,budget,135.0,3.2,3687,False,False,18
R0341,Spice Garden #146,Delhi,Lajpat Nagar,Chinese,budget,123.0,3.8,2472,False,True,43
R0342,The Food Corner #34,Delhi,Connaught Place,Italian,mid,282.0,4.6,4534,False,False,22
R0343,The Food Corner #130,Hyderabad,Banjara Hills,South Indian,mid,164.0,4.2,723,False,False,22
R0344,The Food Corner #80,Pune,Baner,Desserts,premium,513.0,3.4,642,False,True,20
R0345,Wow! Momo,Mumbai,Powai,Chinese,budget,144.0,3.1,2829,True,False,27
R0346,The Food Corner #54,Mumbai,Thane,North Indian,premium,738.0,4.1,3718,False,True,26
R0347,Spice Garden #69,Delhi,Dwarka,North Indian,mid,207.0,3.3,2602,False,False,17
R0348,The Food Corner #60,Delhi,Dwarka,Chinese,mid,181.0,3.7,4228,False,False,20
R0349,Bikanervala,Delhi,Rohini,Fast Food,budget,100.0,4.0,3188,True,False,36
R0350,Spice Garden #140,Delhi,Connaught Place,Italian,mid,221.0,4.8,4559,False,True,33
R0351,Spice Garden #99,Mumbai,Andheri,North Indian,premium,657.0,3.2,2550,False,True,25
R0352,Spice Garden #58,Mumbai,Andheri,Desserts,premium,785.0,4.3,2843,False,False,18
R0353,Burger King,Kolkata,New Town,South Indian,budget,93.0,3.0,4343,True,False,29
R0354,Spice Garden #84,Mumbai,Thane,Biryani,budget,66.0,4.3,1762,False,False,16
R0355,Bikanervala,Mumbai,Andheri,Beverages,mid,330.0,4.1,2395,True,False,29
R0356,The Food Corner #133,Delhi,Dwarka,Desserts,premium,367.0,4.6,349,False,True,31
R0357,Subway,Kolkata,Howrah,Beverages,budget,146.0,4.1,4274,True,False,16
R0358,The Food Corner #169,Chennai,Velachery,Street Food,mid,283.0,3.7,1956,False,False,21
R0359,KFC,Chennai,Adyar,Fast Food,mid,338.0,3.5,2535,True,True,40
R0360,McDonald's,Mumbai,Andheri,Desserts,mid,190.0,3.2,256,True,False,30
R0361,Burger King,Pune,Wakad,Continental,mid,158.0,4.1,343,True,False,19
R0362,Spice Garden #152,Delhi,Rohini,Fast Food,budget,104.0,4.8,1923,False,True,30
R0363,The Food Corner #92,Delhi,Rohini,Continental,premium,553.0,4.0,3808,False,False,39
R0364,The Food Corner #147,Bangalore,Koramangala,South Indian,mid,216.0,4.5,2138,False,False,33
R0365,The Food Corner #189,Chennai,OMR,South Indian,mid,342.0,3.6,1822,False,False,16
R0366,Spice Garden #99,Chennai,Anna Nagar,South Indian,budget,134.0,3.9,2913,False,False,29
R0367,Spice Garden #90,Pune,Hinjewadi,Fast Food,mid,282.0,3.6,4771,False,False,18
R0368,Chai Point,Pune,Hinjewadi,South Indian,budget,75.0,3.2,4423,True,True,16
R0369,Haldiram's,Delhi,Lajpat Nagar,Chinese,budget,126.0,3.8,3476,True,False,41
R0370,The Food Corner #20,Bangalore,HSR Layout,Beverages,mid,295.0,4.5,578,False,False,37
R0371,The Food Corner #65,Mumbai,Bandra,Beverages,mid,235.0,3.8,2183,False,False,24
R0372,Burger King,Pune,Kothrud,Italian,mid,335.0,4.3,1974,True,True,36
R0373,Domino's,Mumbai,Dadar,Continental,budget,75.0,4.5,4838,True,False,38
R0374,Haldiram's,Pune,Wakad,Beverages,mid,203.0,3.6,1410,True,False,43
R0375,The Food Corner #144,Delhi,Saket,North Indian,budget,66.0,4.6,912,False,False,19
R0376,Domino's,Delhi,Rohini,Beverages,mid,309.0,3.7,3266,True,False,32
R0377,Spice Garden #95,Mumbai,Bandra,North Indian,budget,116.0,3.5,2412,False,False,43
R0378,Spice Garden #72,Delhi,Connaught Place,Italian,mid,213.0,3.4,4370,False,True,18
R0379,The Food Corner #46,Pune,Kothrud,Street Food,mid,183.0,3.4,3544,False,False,15
R0380,Burger King,Mumbai,Powai,Fast Food,budget,64.0,4.5,2017,True,False,32
R0381,Pizza Hut,Delhi,Saket,Desserts,budget,75.0,4.8,117,True,False,34
R0382,Spice Garden #4,Mumbai,Powai,Street Food,mid,241.0,3.5,1692,False,False,20
R0383,Spice Garden #134,Delhi,Saket,Italian,mid,199.0,3.2,1070,False,False,34
R0384,Spice Garden #197,Mumbai,Powai,Beverages,mid,202.0,3.6,3193,False,False,34
R0385,Spice Garden #121,Delhi,Connaught Place,Beverages,mid,325.0,4.3,1520,False,True,28
R0386,The Food Corner #30,Pune,Wakad,Continental,budget,106.0,3.7,1432,False,False,41
R0387,The Food Corner #187,Bangalore,Whitefield,Fast Food,budget,126.0,4.1,2980,False,False,40
R0388,Spice Garden #137,Delhi,Lajpat Nagar,Italian,budget,63.0,4.5,1386,False,True,24
R0389,Spice Garden #169,Bangalore,HSR Layout,South Indian,budget,93.0,3.8,3216,False,True,32
R0390,Subway,Mumbai,Thane,Desserts,mid,246.0,5.0,1292,True,True,23
R0391,Chai Point,Delhi,Dwarka,Street Food,budget,77.0,3.6,1755,True,False,26
R0392,Chai Point,Bangalore,Indiranagar,Chinese,premium,404.0,5.0,3249,True,False,24
R0393,McDonald's,Delhi,Rohini,Chinese,mid,324.0,3.4,2644,True,True,38
R0394,Spice Garden #134,Hyderabad,Jubilee Hills,Chinese,premium,773.0,3.2,3987,False,True,38
R0395,The Food Corner #136,Bangalore,Indiranagar,Italian,premium,385.0,4.5,1729,False,False,35
R0396,Spice Garden #185,Chennai,Velachery,South Indian,budget,91.0,4.4,1365,False,False,33
R0397,The Food Corner #156,Kolkata,Park Street,Biryani,mid,342.0,4.6,4876,False,True,20
R0398,Pizza Hut,Mumbai,Powai,Chinese,budget,67.0,3.7,617,True,False,28
R0399,Spice Garden #32,Delhi,Saket,Street Food,budget,118.0,4.9,2754,False,False,39
R0400,Domino's,Delhi,Dwarka,Biryani,mid,344.0,3.2,2501,True,False,22
R0401,The Food Corner #40,Mumbai,Powai,Desserts,budget,148.0,3.1,1798,False,False,37
R0402,Spice Garden #158,Chennai,Velachery,Continental,premium,562.0,3.6,4741,False,False,28
R0403,Spice Garden #82,Chennai,Adyar,South Indian,mid,183.0,4.6,697,False,True,25
R0404,The Food Corner #9,Bangalore,Whitefield,Continental,mid,190.0,4.3,2243,False,True,38
R0405,Wow! Momo,Bangalore,HSR Layout,Street Food,budget,140.0,3.9,2858,True,False,30
R0406,The Food Corner #162,Mumbai,Thane,Fast Food,mid,332.0,3.5,174,False,False,34
R0407,Subway,Bangalore,Indiranagar,Fast Food,budget,115.0,3.1,1587,True,False,20
R0408,Domino's,Chennai,Velachery,Chinese,mid,303.0,3.7,4625,True,False,29
R0409,The Food Corner #129,Bangalore,Whitefield,Street Food,budget,127.0,3.9,4857,False,True,29
R0410,Subway,Delhi,Dwarka,Continental,mid,282.0,4.4,2020,True,False,28
R0411,Spice Garden #189,Hyderabad,Banjara Hills,Italian,budget,134.0,4.3,2812,False,False,35
R0412,The Food Corner #116,Delhi,Rohini,Biryani,budget,122.0,4.9,1867,False,False,26
R0413,Spice Garden #114,Bangalore,Whitefield,Chinese,mid,257.0,3.2,864,False,False,16
R0414,Pizza Hut,Bangalore,Indiranagar,Biryani,budget,81.0,3.7,3151,True,False,22
R0415,Spice Garden #69,Delhi,Rohini,Beverages,mid,299.0,4.0,4201,False,False,33
R0416,The Food Corner #46,Hyderabad,Gachibowli,Beverages,budget,103.0,4.3,1704,False,False,28
R0417,Spice Garden #79,Pune,Wakad,Beverages,budget,87.0,4.0,181,False,False,19
R0418,The Food Corner #34,Mumbai,Powai,Fast Food,mid,310.0,4.8,280,False,True,38
R0419,The Food Corner #184,Kolkata,Howrah,North Indian,budget,123.0,4.2,444,False,False,41
R0420,The Food Corner #112,Bangalore,Indiranagar,Street Food,budget,144.0,3.1,3623,False,False,23
R0421,Spice Garden #192,Hyderabad,Gachibowli,Fast Food,mid,183.0,3.2,1031,False,False,27
R0422,Haldiram's,Pune,Baner,Street Food,budget,118.0,4.5,982,True,False,23
R0423,The Food Corner #161,Bangalore,Whitefield,Desserts,budget,82.0,4.4,1459,False,False,28
R0424,The Food Corner #83,Pune,Baner,Continental,budget,141.0,3.3,3005,False,False,19
R0425,The Food Corner #43,Mumbai,Dadar,Beverages,budget,69.0,3.1,4678,False,False,16
R0426,Wow! Momo,Mumbai,Andheri,Beverages,mid,281.0,4.2,4700,True,True,21
R0427,The Food Corner #142,Hyderabad,Madhapur,Desserts,budget,131.0,4.3,2791,False,False,30
R0428,Spice Garden #112,Pune,Kothrud,South Indian,mid,221.0,3.3,2988,False,False,25
R0429,The Food Corner #192,Pune,Hinjewadi,North Indian,budget,146.0,3.9,3470,False,False,25
R0430,Pizza Hut,Hyderabad,Madhapur,South Indian,budget,137.0,3.6,2554,True,False,37
R0431,The Food Corner #150,Bangalore,Indiranagar,Fast Food,budget,87.0,4.9,3083,False,False,26
R0432,The Food Corner #188,Delhi,Dwarka,South Indian,mid,152.0,3.4,4029,False,False,27
R0433,The Food Corner #107,Kolkata,Park Street,Street Food,premium,483.0,4.5,3873,False,False,22
R0434,Spice Garden #42,Delhi,Rohini,Italian,mid,206.0,4.0,4530,False,False,38
R0435,The Food Corner #71,Chennai,Anna Nagar,Street Food,premium,750.0,3.0,761,False,False,30
R0436,The Food Corner #30,Bangalore,HSR Layout,Chinese,budget,147.0,4.0,3026,False,False,35
R0437,The Food Corner #72,Hyderabad,Gachibowli,Fast Food,budget,66.0,3.2,1521,False,False,15
R0438,Burger King,Delhi,Connaught Place,Beverages,budget,102.0,4.3,3749,True,True,27
R0439,Spice Garden #40,Kolkata,Ballygunge,Fast Food,budget,109.0,4.1,3236,False,False,25
R0440,Chai Point,Bangalore,HSR Layout,South Indian,budget,68.0,3.0,4799,True,False,43
R0441,Domino's,Kolkata,Salt Lake,Biryani,budget,94.0,3.4,1192,True,False,18
R0442,Spice Garden #32,Mumbai,Dadar,Fast Food,budget,89.0,4.6,4031,False,False,18
R0443,The Food Corner #82,Bangalore,Indiranagar,Continental,budget,108.0,3.6,2618,False,True,29
R0444,The Food Corner #60,Hyderabad,Gachibowli,Fast Food,budget,120.0,4.0,1658,False,False,41
R0445,Spice Garden #104,Chennai,Anna Nagar,Street Food,budget,123.0,3.6,4683,False,False,17
R0446,The Food Corner #95,Pune,Baner,Biryani,premium,412.0,4.8,3872,False,False,38
R0447,Wow! Momo,Mumbai,Powai,North Indian,budget,133.0,4.1,1947,True,True,33
R0448,KFC,Mumbai,Andheri,Street Food,mid,286.0,4.4,2242,True,False,43
R0449,Spice Garden #85,Bangalore,HSR Layout,Biryani,mid,328.0,3.2,4122,False,False,35
R0450,Burger King,Mumbai,Thane,Biryani,budget,100.0,3.1,1141,True,False,16
R0451,The Food Corner #68,Kolkata,Ballygunge,Fast Food,budget,140.0,3.5,749,False,False,20
R0452,The Food Corner #28,Delhi,Dwarka,Desserts,budget,138.0,3.6,4142,False,False,36
R0453,Spice Garden #60,Bangalore,HSR Layout,Italian,mid,238.0,4.4,1951,False,False,38
R0454,The Food Corner #150,Mumbai,Thane,Desserts,budget,94.0,4.1,2228,False,True,22
R0455,Pizza Hut,Bangalore,Jayanagar,Biryani,budget,144.0,3.7,782,True,True,31
R0456,The Food Corner #169,Delhi,Rohini,Fast Food,budget,124.0,4.3,562,False,False,19
R0457,Chai Point,Mumbai,Thane,Italian,premium,768.0,3.3,2737,True,True,16
R0458,The Food Corner #52,Delhi,Connaught Place,Beverages,budget,132.0,3.1,4146,False,False,40
R0459,Domino's,Delhi,Saket,Continental,mid,272.0,4.7,3806,True,True,26
R0460,The Food Corner #63,Kolkata,Howrah,South Indian,mid,173.0,4.1,481,False,False,19
R0461,The Food Corner #30,Mumbai,Thane,Italian,premium,481.0,4.3,4544,False,True,24
R0462,Spice Garden #29,Bangalore,Koramangala,Beverages,mid,344.0,3.6,857,False,False,42
R0463,The Food Corner #34,Kolkata,Park Street,Beverages,mid,214.0,3.7,1329,False,False,23
R0464,Spice Garden #68,Chennai,Anna Nagar,Continental,premium,392.0,3.2,2271,False,False,34
R0465,The Food Corner #64,Kolkata,New Town,Chinese,mid,292.0,4.7,904,False,False,22
R0466,The Food Corner #14,Kolkata,Salt Lake,North Indian,budget,126.0,4.2,3262,False,False,15
R0467,The Food Corner #35,Bangalore,Jayanagar,Continental,budget,86.0,3.2,2636,False,False,38
R0468,The Food Corner #90,Hyderabad,Jubilee Hills,North Indian,mid,210.0,4.6,4890,False,False,20
R0469,Spice Garden #30,Mumbai,Thane,Chinese,mid,244.0,3.9,2818,False,False,38
R0470,The Food Corner #88,Bangalore,HSR Layout,Chinese,mid,154.0,4.5,4388,False,False,36
R0471,Bikanervala,Chennai,Velachery,Continental,mid,308.0,3.0,3390,True,False,25
R0472,The Food Corner #146,Bangalore,HSR Layout,North Indian,mid,213.0,3.1,3278,False,False,17
R0473,Spice Garden #158,Hyderabad,Jubilee Hills,Desserts,budget,137.0,3.3,1669,False,False,42
R0474,The Food Corner #172,Chennai,T Nagar,South Indian,mid,311.0,3.4,325,False,False,29
R0475,Spice Garden #12,Delhi,Connaught Place,Desserts,budget,120.0,4.5,4153,False,True,25
R0476,The Food Corner #4,Pune,Wakad,North Indian,premium,496.0,4.4,3913,False,False,38
R0477,Spice Garden #131,Bangalore,Indiranagar,Street Food,mid,253.0,4.2,764,False,True,19
R0478,Spice Garden #2,Mumbai,Thane,Street Food,mid,239.0,4.8,2130,False,False,42
R0479,The Food Corner #183,Pune,Hinjewadi,Beverages,budget,90.0,3.5,859,False,False,40
R0480,Spice Garden #112,Delhi,Dwarka,Street Food,budget,136.0,4.8,3776,False,False,30
R0481,The Food Corner #98,Chennai,OMR,Street Food,budget,104.0,4.8,4028,False,True,35
R0482,Spice Garden #38,Bangalore,Jayanagar,South Indian,mid,317.0,3.9,911,False,True,42
R0483,McDonald's,Delhi,Lajpat Nagar,Chinese,mid,171.0,3.2,86,True,True,21
R0484,The Food Corner #18,Chennai,Adyar,Beverages,budget,73.0,4.5,3861,False,False,20
R0485,Spice Garden #177,Bangalore,Whitefield,Chinese,mid,345.0,3.7,2131,False,False,23
R0486,The Food Corner #160,Delhi,Rohini,North Indian,mid,268.0,4.6,504,False,False,21
R0487,Spice Garden #33,Mumbai,Powai,Continental,budget,106.0,3.3,4589,False,False,17
R0488,The Food Corner #79,Pune,Hinjewadi,Beverages,mid,255.0,4.1,3358,False,False,25
R0489,Spice Garden #31,Mumbai,Thane,Italian,mid,193.0,4.0,4357,False,False,41
R0490,Spice Garden #36,Pune,Kothrud,Beverages,mid,294.0,3.2,3261,False,True,26
R0491,The Food Corner #43,Delhi,Saket,Biryani,mid,167.0,3.7,2705,False,True,35
R0492,Spice Garden #17,Hyderabad,Jubilee Hills,Chinese,mid,265.0,3.2,1031,False,False,39
R0493,Spice Garden #147,Pune,Baner,North Indian,premium,607.0,3.9,4441,False,False,25
R0494,The Food Corner #11,Mumbai,Andheri,Street Food,budget,142.0,4.7,201,False,False,43
R0495,Spice Garden #93,Bangalore,Whitefield,Biryani,mid,255.0,3.5,3344,False,False,40
R0496,The Food Corner #195,Chennai,Adyar,Fast Food,budget,72.0,4.5,649,False,False,44
R0497,Spice Garden #70,Chennai,T Nagar,Italian,budget,112.0,3.4,1372,False,False,16
R0498,Haldiram's,Bangalore,Koramangala,Desserts,budget,68.0,4.3,1561,True,True,15
R0499,Spice Garden #192,Hyderabad,Banjara Hills,Chinese,budget,78.0,4.8,2308,False,False,41
R0500,Spice Garden #196,Chennai,Velachery,Desserts,premium,364.0,3.6,281,False,False,38
