user_id,city,zone,segment,is_veg,avg_order_value,orders_per_month,preferred_cuisine,registration_date,is_cold_start
U00335,Mumbai,Dadar,budget,True,126.97,3,Italian,2024-05-10,False
U00336,Mumbai,Dadar,mid_range,False,222.6,7,Beverages,2023-05-22,False
U00337,Pune,Kothrud,mid_range,True,295.07,3,Fast Food,2024-10-27,False
U00338,Hyderabad,Hitech City,mid_range,False,231.56,7,North Indian,2023-06-17,False
U00339,Bangalore,Jayanagar,budget,True,83.3,3,Desserts,2023-05-22,False
U00340,Mumbai,Dadar,mid_range,False,285.83,6,North Indian,2024-05-09,False
U00341,Bangalore,Jayanagar,premium,True,535.28,5,Chinese,2024-06-18,False
U00342,Bangalore,Jayanagar,budget,True,145.94,1,Beverages,2023-08-31,False
U00343,Mumbai,Andheri,budget,True,134.29,2,Continental,2022-07-16,False
U00344,Bangalore,Jayanagar,mid_range,False,177.85,3,Chinese,2023-05-28,True
U00345,Delhi,Saket,frequent,False,363.28,19,North Indian,2024-11-26,False
U00346,Hyderabad,Jubilee Hills,premium,False,584.57,6,North Indian,2024-04-04,True
U00347,Hyderabad,Banjara Hills,premium,False,572.05,8,Desserts,2024-06-07,False
U00348,Mumbai,Dadar,mid_range,False,238.13,7,Biryani,2022-02-05,False
U00349,Delhi,Connaught Place,mid_range,False,251.1,5,North Indian,2023-05-28,False
U00350,Hyderabad,Jubilee Hills,budget,False,89.69,3,Fast Food,2023-12-10,False
U00351,Bangalore,Jayanagar,mid_range,True,199.99,3,Fast Food,2024-06-27,False
U00352,Pune,Kothrud,occasional,False,239.37,1,Italian,2022-02-23,False
U00353,Hyderabad,Gachibowli,mid_range,True,233.03,5,Desserts,2024-07-22,False
U00354,Mumbai,Dadar,occasional,False,261.31,1,Desserts,2023-08-24,True
U00355,Mumbai,Thane,premium,False,810.13,9,Continental,2022-08-05,False
U00356,Hyderabad,Banjara Hills,budget,True,109.33,2,North Indian,2022-12-14,False
U00357,Mumbai,Dadar,occasional,False,166.2,1,Biryani,2022-11-05,False
U00358,Bangalore,Indiranagar,budget,True,115.9,1,Street Food,2023-08-05,True
U00359,Kolkata,New Town,mid_range,True,269.21,7,Chinese,2022-02-26,False
U00360,Bangalore,Jayanagar,budget,False,110.47,3,Desserts,2022-06-23,False
U00361,Delhi,Rohini,budget,False,104.15,1,Italian,2024-06-08,False
U00362,Hyderabad,Gachibowli,mid_range,False,190.85,5,Italian,2022-05-26,False
U00363,Bangalore,Koramangala,budget,False,95.37,1,North Indian,2022-09-13,False
U00364,Bangalore,Koramangala,mid_range,False,333.0,7,North Indian,2023-05-12,False
U00365,Kolkata,Ballygunge,mid_range,True,298.46,3,Street Food,2023-07-21,False
U00366,Delhi,Saket,budget,False,88.43,1,South Indian,2024-04-16,False
U00367,Kolkata,Park Street,budget,False,130.68,3,South Indian,2023-05-05,False
U00368,Pune,Koregaon Park,mid_range,False,236.11,3,North Indian,2024-05-14,True
U00369,Mumbai,Dadar,mid_range,False,252.48,4,Beverages,2023-11-09,False
U00370,Mumbai,Bandra,premium,False,587.41,8,Fast Food,2022-05-04,True
U00371,Mumbai,Dadar,premium,False,759.36,4,Fast Food,2022-06-21,False
U00372,Mumbai,Bandra,occasional,False,126.41,1,Street Food,2023-04-24,False
U00373,Mumbai,Powai,premium,False,516.36,4,Street Food,2023-03-11,True
U00374,Hyderabad,Madhapur,mid_range,False,187.98,3,Continental,2024-03-25,True
U00375,Mumbai,Powai,premium,False,595.91,10,Biryani,2023-09-28,False
U00376,Delhi,Dwarka,budget,False,103.89,2,Italian,2023-03-02,False
U00377,Pune,Koregaon Park,mid_range,True,285.12,5,Fast Food,2022-07-06,False
U00378,Mumbai,Andheri,premium,False,830.72,10,Beverages,2022-09-06,False
U00379,Chennai,T Nagar,mid_range,False,151.98,6,North Indian,2023-09-23,True
U00380,Delhi,Lajpat Nagar,premium,False,630.37,11,Desserts,2023-04-09,False
U00381,Mumbai,Thane,occasional,False,206.98,1,Beverages,2023-07-18,False
U00382,Hyderabad,Jubilee Hills,occasional,False,255.82,1,Continental,2022-07-06,False
U00383,Hyderabad,Gachibowli,occasional,True,216.91,1,Beverages,2023-12-27,False
U00384,Pune,Hinjewadi,mid_range,False,321.51,3,Desserts,2024-07-22,False
U00385,Chennai,OMR,mid_range,False,291.27,4,Chinese,2022-10-10,False
U00386,Chennai,Anna Nagar,mid_range,True,151.4,5,South Indian,2023-06-23,False
U00387,Delhi,Rohini,mid_range,True,196.95,7,Chinese,2024-12-04,False
U00388,Mumbai,Bandra,mid_range,False,217.47,7,Italian,2022-12-31,False
U00389,Chennai,T Nagar,premium,False,400.3,6,Italian,2023-10-14,True
U00390,Chennai,Velachery,premium,False,520.58,5,Fast Food,2022-04-09,False
U00391,Kolkata,New Town,mid_range,False,163.64,3,Desserts,2023-10-26,False
U00392,Delhi,Connaught Place,budget,False,118.89,1,Italian,2022-04-09,False
U00393,Delhi,Saket,mid_range,False,233.48,4,Street Food,2024-11-16,True
U00394,Chennai,Anna Nagar,budget,True,141.31,3,Fast Food,2024-02-23,False
U00395,Delhi,Lajpat Nagar,occasional,True,208.73,1,Continental,2024-05-13,False
U00396,Kolkata,Park Street,mid_range,False,171.36,7,Fast Food,2024-02-10,False
U00397,Pune,Wakad,budget,False,84.22,1,Chinese,2023-10-08,False
U00398,Bangalore,Jayanagar,budget,False,100.86,1,North Indian,2023-05-08,False
U00399,Chennai,Adyar,mid_range,True,182.86,6,Street Food,2024-07-28,False
U00400,Chennai,OMR,mid_range,True,174.5,6,Street Food,2024-11-13,False
U00401,Mumbai,Bandra,mid_range,True,174.77,3,Biryani,2023-07-01,False
U00402,Pune,Kothrud,budget,True,143.66,1,Street Food,2024-10-17,False
U00403,Bangalore,Indiranagar,mid_range,True,314.25,5,Street Food,2023-10-01,True
U00404,Chennai,Anna Nagar,mid_range,True,165.57,7,Chinese,2023-08-13,False
U00405,Delhi,Rohini,premium,False,523.48,10,Beverages,2023-05-13,False
U00406,Pune,Koregaon Park,mid_range,True,183.76,7,Street Food,2022-08-18,False
U00407,Delhi,Lajpat Nagar,mid_range,True,152.65,5,North Indian,2022-01-05,False
U00408,Mumbai,Dadar,budget,False,133.86,3,South Indian,2022-09-22,False
U00409,Pune,Baner,frequent,False,472.76,17,Chinese,2023-07-13,False
U00410,Mumbai,Bandra,mid_range,True,327.64,3,Chinese,2023-02-21,True
U00411,Delhi,Saket,premium,False,542.09,6,Beverages,2023-05-07,False
U00412,Kolkata,Salt Lake,budget,False,106.39,2,Biryani,2024-12-09,False
U00413,Kolkata,Park Street,mid_range,True,258.91,3,Beverages,2023-01-19,False
U00414,Bangalore,HSR Layout,budget,True,128.39,1,Fast Food,2023-05-11,False
U00415,Hyderabad,Jubilee Hills,mid_range,False,212.06,5,South Indian,2022-05-27,False
U00416,Bangalore,HSR Layout,frequent,False,438.93,16,Italian,2022-02-22,False
U00417,Delhi,Lajpat Nagar,mid_range,False,279.11,3,Continental,2024-04-29,False
U00418,Delhi,Lajpat Nagar,budget,True,118.29,1,Italian,2023-09-17,False
U00419,Hyderabad,Hitech City,budget,False,106.42,2,Biryani,2024-04-12,False
U00420,Chennai,Velachery,mid_range,True,157.96,4,Biryani,2022-06-14,False
U00421,Chennai,Velachery,budget,True,146.9,3,Street Food,2023-09-19,False
U00422,Chennai,Anna Nagar,budget,True,104.66,1,Beverages,2022-10-05,False
U00423,Mumbai,Bandra,premium,False,489.55,7,Fast Food,2022-09-07,False
U00424,Bangalore,Koramangala,mid_range,True,339.56,3,Street Food,2022-01-13,False
U00425,Mumbai,Bandra,budget,False,133.45,1,Desserts,2022-05-23,True
U00426,Bangalore,HSR Layout,occasional,False,296.63,1,Fast Food,2022-12-05,False
U00427,Bangalore,Whitefield,budget,True,134.27,2,Biryani,2022-05-08,True
U00428,Pune,Wakad,frequent,False,388.3,10,Biryani,2024-12-15,False
U00429,Delhi,Connaught Place,mid_range,True,179.2,7,Chinese,2022-12-04,False
U00430,Mumbai,Dadar,occasional,False,285.18,1,Desserts,2022-05-23,False
U00431,Mumbai,Dadar,mid_range,True,275.09,7,Street Food,2022-08-06,False
U00432,Chennai,OMR,occasional,True,132.43,1,Biryani,2023-10-06,False
U00433,Hyderabad,Hitech City,frequent,False,294.11,15,Desserts,2022-03-12,True
U00434,Mumbai,Thane,budget,False,104.92,1,South Indian,2024-08-02,False
U00435,Mumbai,Dadar,frequent,False,378.94,17,Continental,2024-11-18,True
U00436,Hyderabad,Jubilee Hills,mid_range,False,226.42,3,Beverages,2022-09-28,True
U00437,Mumbai,Andheri,mid_range,True,189.34,4,Biryani,2023-05-08,True
U00438,Chennai,Velachery,mid_range,True,209.98,6,South Indian,2022-01-25,False
U00439,Hyderabad,Banjara Hills,mid_range,False,270.19,6,Fast Food,2023-12-03,False
U00440,Mumbai,Thane,budget,True,105.38,3,Beverages,2023-03-30,False
U00441,Mumbai,Dadar,mid_range,False,190.82,5,Desserts,2022-10-23,False
U00442,Kolkata,Park Street,mid_range,False,310.19,3,Beverages,2022-08-15,False
U00443,Delhi,Connaught Place,premium,False,454.93,11,Italian,2023-12-18,False
U00444,Delhi,Dwarka,occasional,False,181.73,1,Chinese,2023-04-01,False
U00445,Chennai,Adyar,mid_range,True,155.07,6,Desserts,2022-07-16,False
U00446,Kolkata,New Town,mid_range,False,213.22,3,South Indian,2024-01-25,False
U00447,Kolkata,New Town,budget,False,122.69,1,Biryani,2023-09-11,True
U00448,Chennai,Adyar,budget,False,107.08,1,Desserts,2024-07-29,True
U00449,Delhi,Dwarka,budget,False,90.3,1,North Indian,2022-05-09,False
U00450,Mumbai,Thane,mid_range,False,167.95,7,Italian,2024-05-10,False
U00451,Chennai,T Nagar,budget,False,80.42,2,South Indian,2024-01-08,False
U00452,Bangalore,HSR Layout,frequent,False,236.97,11,Fast Food,2022-05-06,False
U00453,Bangalore,Jayanagar,mid_range,False,335.21,3,North Indian,2024-01-31,False
U00454,Pune,Kothrud,mid_range,False,343.17,4,Desserts,2023-04-29,False
U00455,Mumbai,Dadar,mid_range,False,298.31,5,Chinese,2024-10-31,False
U00456,Bangalore,Koramangala,budget,True,141.91,2,North Indian,2022-06-05,False
U00457,Mumbai,Powai,mid_range,True,256.91,3,Beverages,2023-12-05,False
U00458,Bangalore,Koramangala,mid_range,True,183.25,7,Desserts,2023-02-23,False
U00459,Mumbai,Thane,mid_range,True,215.57,4,South Indian,2024-11-13,False
U00460,Mumbai,Thane,mid_range,False,301.96,4,Desserts,2022-12-28,False
U00461,Mumbai,Bandra,frequent,False,485.62,16,Chinese,2024-11-19,False
U00462,Hyderabad,Gachibowli,occasional,False,227.54,1,Continental,2024-09-14,False
U00463,Chennai,Adyar,mid_range,False,159.92,4,Beverages,2022-10-24,False
U00464,Bangalore,Koramangala,mid_range,False,243.01,4,Biryani,2024-05-29,True
U00465,Kolkata,New Town,mid_range,True,298.78,7,Desserts,2024-12-26,False
U00466,Delhi,Dwarka,budget,False,109.66,2,Chinese,2022-10-04,True
U00467,Delhi,Saket,mid_range,False,342.31,5,North Indian,2023-04-24,False
U00468,Pune,Koregaon Park,budget,False,114.23,2,North Indian,2023-07-24,False
U00469,Delhi,Saket,mid_range,False,331.91,5,South Indian,2022-11-19,False
U00470,Kolkata,Howrah,mid_range,False,302.43,7,Beverages,2022-01-17,False
U00471,Mumbai,Dadar,budget,False,103.93,2,North Indian,2022-08-30,False
U00472,Kolkata,Ballygunge,frequent,False,454.54,12,Biryani,2022-11-05,False
U00473,Mumbai,Dadar,occasional,False,262.91,1,Continental,2023-05-01,False
U00474,Pune,Baner,premium,True,711.61,9,Continental,2022-07-07,True
U00475,Bangalore,Whitefield,mid_range,False,311.02,7,South Indian,2024-08-14,True
U00476,Kolkata,Howrah,occasional,False,191.11,1,Desserts,2024-02-11,True
U00477,Mumbai,Bandra,budget,True,108.13,3,North Indian,2022-04-04,False
U00478,Bangalore,Indiranagar,premium,True,625.18,9,Chinese,2023-12-13,False
U00479,Kolkata,Ballygunge,budget,False,104.99,2,Fast Food,2023-12-17,False
U00480,Bangalore,HSR Layout,premium,True,493.21,9,Continental,2024-11-13,False
U00481,Hyderabad,Banjara Hills,budget,True,118.2,1,Street Food,2022-01-04,False
U00482,Hyderabad,Madhapur,occasional,False,172.54,1,South Indian,2022-09-29,False
U00483,Bangalore,Jayanagar,frequent,False,344.78,10,Desserts,2024-10-12,False
U00484,Hyderabad,Gachibowli,budget,True,147.71,3,Italian,2024-10-17,False
U00485,Bangalore,HSR Layout,mid_range,True,341.43,5,South Indian,2024-02-29,False
U00486,Pune,Hinjewadi,frequent,False,342.53,18,Chinese,2024-04-18,True
U00487,Mumbai,Andheri,mid_range,True,255.01,6,Fast Food,2022-04-11,True
U00488,Delhi,Saket,occasional,False,165.39,1,Street Food,2023-07-17,False
U00489,Kolkata,New Town,mid_range,False,174.69,4,Continental,2022-09-11,False
U00490,Pune,Kothrud,mid_range,True,150.19,3,Beverages,2022-07-18,True
U00491,Bangalore,HSR Layout,budget,True,148.41,1,Street Food,2024-06-06,False
U00492,Hyderabad,Madhapur,budget,True,126.43,3,Continental,2022-05-28,False
U00493,Delhi,Dwarka,premium,True,675.33,5,Italian,2023-05-29,True
U00494,Mumbai,Dadar,mid_range,True,295.62,6,Italian,2024-10-24,False
U00495,Bangalore,HSR Layout,mid_range,False,296.25,6,Continental,2022-07-23,False
U00496,Delhi,Rohini,mid_range,True,345.08,5,Beverages,2024-12-06,True
U00497,Bangalore,HSR Layout,mid_range,True,218.33,6,South Indian,2024-12-24,False
U00498,Mumbai,Bandra,occasional,False,132.32,1,Beverages,2023-09-01,False
U00499,Kolkata,Howrah,frequent,True,235.81,11,North Indian,2022-07-06,False
U00500,Kolkata,Ballygunge,mid_range,True,313.15,5,Continental,2022-12-13,False
U00501,Hyderabad,Banjara Hills,occasional,True,190.85,1,Continental,2023-04-10,False
U00502,Bangalore,Koramangala,premium,True,827.27,6,Beverages,2022-12-05,False
U00503,Delhi,Saket,mid_range,False,323.93,3,Biryani,2022-11-04,False
U00504,Chennai,OMR,frequent,True,433.04,18,Biryani,2024-11-30,False
U00505,Hyderabad,Madhapur,budget,False,92.73,2,Chinese,2022-06-17,False
U00506,Mumbai,Dadar,budget,False,91.58,3,Biryani,2024-03-13,False
U00507,Pune,Koregaon Park,occasional,False,216.36,1,Italian,2022-01-01,False
U00508,Chennai,Anna Nagar,mid_range,True,189.3,4,North Indian,2023-10-15,False
U00509,Kolkata,New Town,occasional,False,127.47,1,Continental,2024-09-29,False
U00510,Hyderabad,Banjara Hills,occasional,True,220.75,1,Street Food,2022-11-12,False
U00511,Hyderabad,Banjara Hills,budget,True,126.68,2,Italian,2022-07-23,False
U00512,Delhi,Lajpat Nagar,occasional,False,291.56,1,Chinese,2023-12-15,False
U00513,Kolkata,Park Street,mid_range,True,336.03,5,Fast Food,2024-02-20,False
U00514,Pune,Koregaon Park,mid_range,False,201.78,3,North Indian,2024-01-24,False
U00515,Mumbai,Bandra,mid_range,False,295.22,3,Biryani,2022-12-16,False
U00516,Mumbai,Powai,frequent,False,290.83,14,Desserts,2022-10-04,False
U00517,Delhi,Dwarka,budget,False,119.51,2,South Indian,2024-11-12,False
U00518,Chennai,T Nagar,mid_range,True,183.25,4,Street Food,2024-10-08,False
U00519,Kolkata,Ballygunge,premium,False,708.6,11,Continental,2023-05-16,False
U00520,Mumbai,Powai,premium,False,763.82,11,Fast Food,2024-07-15,False
U00521,Bangalore,Jayanagar,premium,True,781.11,8,South Indian,2023-05-11,True
U00522,Delhi,Lajpat Nagar,budget,False,93.44,3,Beverages,2023-04-10,False
U00523,Kolkata,Ballygunge,budget,False,123.64,2,Beverages,2022-06-21,False
U00524,Pune,Baner,mid_range,False,247.96,5,North Indian,2023-04-12,True
U00525,Pune,Baner,occasional,False,180.2,1,North Indian,2023-08-12,False
U00526,Bangalore,Indiranagar,budget,False,93.83,3,North Indian,2022-01-25,False
U00527,Delhi,Lajpat Nagar,budget,False,93.0,1,Italian,2023-05-02,False
U00528,Delhi,Connaught Place,frequent,True,330.87,15,Italian,2024-05-05,False
U00529,Mumbai,Andheri,budget,False,110.64,1,Beverages,2024-01-15,False
U00530,Pune,Baner,frequent,True,367.45,12,North Indian,2023-11-27,False
U00531,Chennai,Anna Nagar,premium,False,866.43,11,Street Food,2024-09-22,False
U00532,Kolkata,Salt Lake,occasional,False,210.43,1,Chinese,2022-01-20,False
U00533,Kolkata,Howrah,budget,False,131.6,1,North Indian,2023-09-02,False
U00534,Bangalore,HSR Layout,budget,True,113.23,2,Continental,2024-05-12,False
U00535,Chennai,T Nagar,premium,True,860.27,4,Street Food,2023-08-16,True
U00536,Kolkata,Howrah,occasional,False,219.51,1,Continental,2022-12-21,False
U00537,Pune,Kothrud,premium,True,642.51,4,Desserts,2022-05-30,False
U00538,Delhi,Connaught Place,budget,True,148.07,2,Beverages,2024-08-29,False
U00539,Bangalore,HSR Layout,premium,True,707.09,5,North Indian,2023-05-31,False
U00540,Mumbai,Bandra,premium,False,641.75,7,Biryani,2024-08-19,False
U00541,Kolkata,Ballygunge,premium,True,437.45,4,South Indian,2023-10-04,False
U00542,Hyderabad,Madhapur,premium,False,818.74,5,North Indian,2024-01-09,False
U00543,Delhi,Dwarka,occasional,False,155.09,1,Chinese,2024-05-30,False
U00544,Hyderabad,Madhapur,mid_range,False,303.75,3,Desserts,2023-12-23,False
U00545,Hyderabad,Gachibowli,budget,False,120.38,1,North Indian,2023-03-12,False
U00546,Delhi,Rohini,mid_range,False,157.29,3,South Indian,2023-07-17,False
U00547,Mumbai,Thane,budget,False,138.39,1,South Indian,2024-05-29,False
U00548,Hyderabad,Madhapur,mid_range,False,159.03,5,Italian,2023-02-14,False
U00549,Bangalore,HSR Layout,mid_range,True,318.8,4,Chinese,2023-03-01,False
U00550,Chennai,OMR,budget,True,109.52,1,Chinese,2022-04-15,False
U00551,Bangalore,HSR Layout,mid_range,True,239.82,5,Street Food,2024-09-28,False
U00552,Pune,Kothrud,budget,False,119.96,1,Biryani,2022-04-10,False
U00553,Bangalore,HSR Layout,occasional,True,176.8,1,Chinese,2023-12-11,False
U00554,Bangalore,HSR Layout,frequent,True,310.04,9,Desserts,2023-03-29,False
U00555,Pune,Wakad,budget,False,133.66,3,Biryani,2023-03-21,False
U00556,Delhi,Lajpat Nagar,frequent,False,491.02,18,Italian,2024-01-15,True
U00557,Mumbai,Dadar,mid_range,True,270.16,6,Chinese,2022-03-15,False
U00558,Mumbai,Thane,budget,False,99.96,2,Italian,2023-10-13,False
U00559,Chennai,Adyar,budget,True,111.9,2,South Indian,2024-04-25,False
U00560,Hyderabad,Banjara Hills,mid_range,False,301.56,4,North Indian,2024-06-25,False
U00561,Hyderabad,Gachibowli,premium,True,559.02,11,Chinese,2022-07-06,False
U00562,Mumbai,Powai,premium,False,428.11,7,South Indian,2024-09-09,False
U00563,Mumbai,Andheri,budget,True,143.9,2,North Indian,2023-12-20,False
U00564,Mumbai,Dadar,budget,True,118.25,1,North Indian,2024-08-23,True
U00565,Delhi,Lajpat Nagar,mid_range,True,218.66,7,South Indian,2023-06-16,False
U00566,Bangalore,Whitefield,budget,False,119.15,2,Continental,2023-08-17,True
U00567,Delhi,Saket,budget,False,86.97,1,Biryani,2024-10-03,False
U00568,Bangalore,Whitefield,budget,True,147.46,2,Continental,2024-09-12,False
U00569,Pune,Hinjewadi,occasional,False,228.58,1,Beverages,2023-05-06,False
U00570,Delhi,Connaught Place,frequent,False,404.93,19,Fast Food,2022-10-28,False
U00571,Bangalore,Indiranagar,mid_range,False,265.13,3,North Indian,2023-03-07,False
U00572,Chennai,Anna Nagar,occasional,False,224.71,1,Street Food,2023-03-01,False
U00573,Delhi,Lajpat Nagar,mid_range,True,231.28,7,Biryani,2022-11-11,False
U00574,Hyderabad,Hitech City,mid_range,False,279.74,7,North Indian,2022-10-22,True
U00575,Pune,Kothrud,budget,False,123.65,1,Desserts,2024-07-31,False
U00576,Kolkata,Salt Lake,mid_range,False,211.94,4,Street Food,2022-03-18,False
U00577,Mumbai,Andheri,frequent,False,472.65,17,Beverages,2024-01-12,True
U00578,Pune,Baner,mid_range,False,285.28,4,Beverages,2022-07-09,False
U00579,Bangalore,HSR Layout,mid_range,True,186.81,6,Desserts,2023-01-13,False
U00580,Delhi,Saket,mid_range,False,244.83,4,South Indian,2022-03-09,False
U00581,Bangalore,Jayanagar,budget,True,123.16,1,Biryani,2022-10-23,False
U00582,Kolkata,Ballygunge,occasional,False,178.71,1,Italian,2024-04-21,False
U00583,Bangalore,HSR Layout,mid_range,True,179.59,7,Biryani,2024-08-27,False
U00584,Delhi,Connaught Place,mid_range,False,191.82,3,Street Food,2022-08-31,True
U00585,Hyderabad,Banjara Hills,mid_range,False,190.71,6,Continental,2023-05-23,False
U00586,Delhi,Rohini,mid_range,True,235.1,5,Italian,2023-05-31,False
U00587,Mumbai,Powai,budget,True,81.47,1,Beverages,2024-08-14,False
U00588,Mumbai,Thane,premium,False,622.91,10,Beverages,2024-04-15,False
U00589,Mumbai,Andheri,budget,False,141.97,1,South Indian,2023-07-16,False
U00590,Mumbai,Thane,premium,True,669.18,11,Fast Food,2024-01-05,False
U00591,Mumbai,Powai,occasional,False,189.84,1,Biryani,2024-07-16,False
U00592,Hyderabad,Hitech City,occasional,False,144.07,1,South Indian,2022-01-11,False
U00593,Mumbai,Andheri,mid_range,False,300.28,7,Street Food,2023-03-18,False
U00594,Delhi,Saket,mid_range,True,285.32,4,Italian,2024-09-20,False
U00595,Pune,Wakad,budget,False,145.67,1,Desserts,2024-03-21,True
U00596,Bangalore,HSR Layout,premium,False,566.09,9,North Indian,2023-08-18,False
U00597,Hyderabad,Hitech City,budget,False,133.57,3,Continental,2023-08-03,False
U00598,Mumbai,Thane,mid_range,False,190.96,6,Street Food,2023-01-16,False
U00599,Mumbai,Thane,budget,True,131.7,1,North Indian,2023-07-24,False
U00600,Mumbai,Thane,budget,False,107.11,1,Biryani,2023-12-19,False
U00601,Mumbai,Bandra,mid_range,True,210.9,7,Desserts,2023-04-04,False
U00602,Delhi,Rohini,budget,True,124.99,3,Beverages,2024-02-21,False
U00603,Mumbai,Bandra,premium,False,888.31,7,South Indian,2024-08-01,False
U00604,Mumbai,Dadar,mid_range,False,310.37,5,Italian,2022-06-19,False
U00605,Mumbai,Powai,budget,False,140.87,1,South Indian,2023-05-10,False
U00606,Bangalore,HSR Layout,mid_range,True,339.54,4,Italian,2023-03-23,True
U00607,Mumbai,Andheri,budget,False,102.84,3,Fast Food,2024-01-23,True
U00608,Delhi,Rohini,budget,False,107.56,2,Fast Food,2022-10-01,True
U00609,Bangalore,Whitefield,premium,False,622.29,9,South Indian,2023-12-03,False
U00610,Hyderabad,Hitech City,budget,False,95.98,1,Italian,2024-08-18,True
U00611,Mumbai,Bandra,occasional,False,173.99,1,Italian,2023-04-03,False
U00612,Chennai,Adyar,budget,False,91.76,2,North Indian,2024-09-24,False
U00613,Hyderabad,Banjara Hills,budget,True,108.0,1,South Indian,2024-12-23,False
U00614,Mumbai,Thane,premium,True,691.65,11,Chinese,2022-04-27,False
U00615,Pune,Hinjewadi,mid_range,False,180.35,5,Biryani,2022-09-13,False
U00616,Pune,Koregaon Park,budget,False,126.53,2,Beverages,2024-11-06,False
U00617,Mumbai,Powai,mid_range,False,290.22,5,Fast Food,2024-11-15,False
U00618,Delhi,Dwarka,budget,False,115.32,1,Chinese,2022-04-17,True
U00619,Chennai,OMR,occasional,True,244.51,1,Fast Food,2022-01-17,False
U00620,Chennai,T Nagar,mid_range,True,157.68,4,Desserts,2022-06-26,False
U00621,Mumbai,Andheri,premium,False,889.52,7,Fast Food,2024-12-26,False
U00622,Mumbai,Powai,occasional,True,210.35,1,Street Food,2022-07-17,False
U00623,Delhi,Lajpat Nagar,mid_range,False,293.45,5,Fast Food,2023-07-05,False
U00624,Bangalore,HSR Layout,occasional,False,263.6,1,North Indian,2024-07-18,False
U00625,Hyderabad,Banjara Hills,mid_range,False,241.38,5,Chinese,2022-01-23,True
U00626,Delhi,Connaught Place,frequent,False,315.82,19,Desserts,2023-10-24,False
U00627,Bangalore,Whitefield,budget,False,128.8,1,Italian,2022-10-31,True
U00628,Chennai,Adyar,premium,True,831.48,7,Italian,2024-08-02,False
U00629,Mumbai,Dadar,mid_range,True,163.75,5,Desserts,2022-11-07,False
U00630,Delhi,Lajpat Nagar,mid_range,False,233.43,7,Continental,2024-01-22,False
U00631,Hyderabad,Hitech City,mid_range,False,190.8,7,South Indian,2024-01-09,False
U00632,Pune,Wakad,premium,False,678.84,4,Continental,2022-08-31,False
U00633,Bangalore,Whitefield,budget,True,148.03,2,Chinese,2022-02-08,False
U00634,Bangalore,HSR Layout,budget,True,100.36,2,Fast Food,2023-03-25,False
U00635,Mumbai,Dadar,premium,False,828.93,6,Italian,2022-11-13,False
U00636,Bangalore,HSR Layout,premium,False,496.34,5,North Indian,2024-06-04,False
U00637,Bangalore,Whitefield,frequent,True,289.36,17,Continental,2024-05-26,False
U00638,Delhi,Connaught Place,premium,False,635.81,5,Fast Food,2023-05-16,True
U00639,Delhi,Rohini,frequent,False,249.86,11,Beverages,2023-10-27,False
U00640,Delhi,Connaught Place,premium,True,869.96,6,South Indian,2023-10-24,False
U00641,Mumbai,Thane,budget,False,149.17,2,Desserts,2024-06-24,True
U00642,Delhi,Connaught Place,budget,False,92.54,3,Fast Food,2023-04-11,True
U00643,Mumbai,Dadar,premium,False,630.18,9,South Indian,2022-10-29,False
U00644,Delhi,Lajpat Nagar,mid_range,False,346.74,3,South Indian,2022-10-18,False
U00645,Mumbai,Andheri,budget,True,86.77,3,Italian,2023-08-11,False
U00646,Pune,Koregaon Park,mid_range,True,206.37,3,Italian,2023-05-07,False
U00647,Bangalore,Koramangala,frequent,False,211.81,8,Chinese,2023-04-27,False
U00648,Hyderabad,Banjara Hills,mid_range,False,304.9,3,Beverages,2022-04-10,False
U00649,Chennai,Anna Nagar,mid_range,False,243.54,6,Desserts,2024-02-26,False
U00650,Bangalore,Koramangala,mid_range,False,235.67,3,South Indian,2022-08-23,False
U00651,Mumbai,Thane,budget,False,134.85,1,Chinese,2022-08-04,False
U00652,Bangalore,Indiranagar,mid_range,False,302.38,7,Street Food,2023-03-28,False
U00653,Bangalore,Indiranagar,mid_range,False,236.57,5,Continental,2022-09-07,False
U00654,Chennai,Anna Nagar,budget,True,113.39,2,Biryani,2023-10-02,False
U00655,Bangalore,HSR Layout,premium,True,843.71,11,South Indian,2023-02-11,False
U00656,Mumbai,Andheri,mid_range,False,217.16,6,Chinese,2023-05-07,True
U00657,Delhi,Dwarka,occasional,False,286.84,1,Beverages,2023-08-12,True
U00658,Delhi,Lajpat Nagar,occasional,False,211.61,1,Italian,2022-08-11,False
U00659,Hyderabad,Hitech City,budget,False,99.51,3,South Indian,2022-06-20,False
U00660,Bangalore,Whitefield,premium,True,471.41,8,South Indian,2024-08-22,False
U00661,Delhi,Saket,mid_range,False,206.51,4,Fast Food,2023-04-20,False
U00662,Kolkata,Salt Lake,occasional,True,192.89,1,Beverages,2023-03-28,True
U00663,Hyderabad,Madhapur,budget,False,83.85,2,Desserts,2022-02-08,True
U00664,Delhi,Dwarka,premium,False,441.29,5,Italian,2023-06-30,False
U00665,Mumbai,Andheri,mid_range,False,237.91,5,South Indian,2023-08-30,False
U00666,Mumbai,Bandra,budget,True,98.12,1,Continental,2023-09-04,False
U00667,Delhi,Saket,budget,True,86.09,1,Italian,2024-02-14,False
U00668,Mumbai,Andheri,premium,True,883.28,11,Continental,2022-07-14,False
U00669,Mumbai,Thane,premium,False,567.44,8,Biryani,2022-10-04,False
U00670,Delhi,Connaught Place,mid_range,True,331.92,3,Desserts,2024-06-06,False
