order_id,user_id,restaurant_id,order_datetime,meal_time,is_weekend,order_status,payment_method
ORD0002750,U01075,R0403,2024-09-11 12:58:00,lunch,False,delivered,UPI
ORD0002751,U00255,R0268,2024-01-29 16:13:00,snack,False,delivered,UPI
ORD0002752,U01174,R0466,2024-02-01 15:23:00,lunch,False,delivered,card
ORD0002753,U01002,R0371,2024-01-02 12:28:00,lunch,False,delivered,UPI
ORD0002754,U00009,R0352,2024-09-02 23:51:00,late_night,False,delivered,UPI
ORD0002755,U00750,R0290,2024-05-30 15:14:00,lunch,False,delivered,card
ORD0002756,U00194,R0223,2024-05-19 12:22:00,lunch,True,delivered,card
ORD0002757,U00218,R0396,2024-08-12 20:07:00,dinner,False,delivered,UPI
ORD0002758,U00230,R0258,2024-08-27 12:16:00,lunch,False,delivered,UPI
ORD0002759,U00895,R0109,2024-05-24 21:42:00,dinner,False,delivered,UPI
ORD0002760,U01097,R0191,2024-12-02 19:21:00,dinner,False,delivered,UPI
ORD0002761,U00681,R0282,2024-09-27 20:27:00,dinner,False,delivered,UPI
ORD0002762,U01128,R0042,2024-05-24 16:35:00,snack,False,delivered,UPI
ORD0002763,U01496,R0302,2024-08-29 06:55:00,breakfast,False,delivered,UPI
ORD0002764,U01804,R0161,2024-03-05 21:46:00,dinner,False,cancelled,UPI
ORD0002765,U01166,R0384,2024-06-18 13:00:00,lunch,False,delivered,COD
ORD0002766,U00950,R0354,2024-09-16 10:58:00,breakfast,False,delivered,card
ORD0002767,U01993,R0241,2024-09-20 14:34:00,lunch,False,delivered,UPI
ORD0002768,U00343,R0361,2024-02-03 19:02:00,dinner,True,delivered,card
ORD0002769,U01415,R0049,2024-08-10 21:37:00,dinner,True,delivered,UPI
ORD0002770,U00782,R0285,2024-11-10 14:57:00,lunch,True,cancelled,card
ORD0002771,U01059,R0023,2024-09-08 18:29:00,snack,True,delivered,card
ORD0002772,U01452,R0026,2024-10-03 10:09:00,breakfast,False,delivered,card
ORD0002773,U01537,R0396,2024-10-15 13:39:00,lunch,False,delivered,wallet
ORD0002774,U00696,R0470,2024-04-27 11:22:00,lunch,True,delivered,card
ORD0002775,U00485,R0246,2024-07-25 20:20:00,dinner,False,delivered,card
ORD0002776,U01096,R0392,2024-03-06 13:29:00,lunch,False,delivered,UPI
ORD0002777,U01656,R0359,2024-11-11 14:00:00,lunch,False,delivered,UPI
ORD0002778,U01237,R0440,2024-02-15 08:49:00,breakfast,False,delivered,card
ORD0002779,U00443,R0035,2024-12-22 14:47:00,lunch,True,delivered,card
ORD0002780,U01122,R0193,2024-07-30 20:17:00,dinner,False,delivered,UPI
ORD0002781,U01247,R0483,2024-07-08 13:38:00,lunch,False,delivered,UPI
ORD0002782,U00317,R0261,2024-08-12 17:58:00,snack,False,delivered,UPI
ORD0002783,U01861,R0298,2024-11-05 23:27:00,late_night,False,delivered,card
ORD0002784,U00983,R0461,2024-04-29 14:16:00,lunch,False,delivered,UPI
ORD0002785,U00354,R0412,2024-02-27 18:43:00,snack,False,delivered,UPI
ORD0002786,U01043,R0142,2024-09-24 18:01:00,snack,False,delivered,UPI
ORD0002787,U00680,R0493,2024-09-03 11:57:00,lunch,False,cancelled,wallet
ORD0002788,U01807,R0160,2024-10-15 20:06:00,dinner,False,cancelled,UPI
ORD0002789,U01775,R0028,2024-10-20 05:17:00,late_night,True,delivered,UPI
ORD0002790,U01347,R0050,2024-08-26 19:49:00,dinner,False,delivered,UPI
ORD0002791,U01053,R0071,2024-08-14 11:12:00,lunch,False,delivered,UPI
ORD0002792,U00345,R0370,2024-09-25 21:12:00,dinner,False,delivered,card
ORD0002793,U01545,R0245,2024-06-15 20:31:00,dinner,True,delivered,UPI
ORD0002794,U00333,R0001,2024-05-12 15:59:00,lunch,True,delivered,UPI
ORD0002795,U00111,R0091,2024-08-16 11:22:00,lunch,False,delivered,UPI
ORD0002796,U01129,R0110,2024-07-19 22:01:00,dinner,False,delivered,COD
ORD0002797,U01260,R0151,2024-09-08 17:30:00,snack,True,delivered,UPI
ORD0002798,U01100,R0066,2024-11-21 19:09:00,dinner,False,delivered,UPI
ORD0002799,U01281,R0475,2024-02-23 15:13:00,lunch,False,delivered,wallet
ORD0002800,U01718,R0118,2024-12-31 04:13:00,late_night,False,delivered,UPI
ORD0002801,U00278,R0340,2024-06-18 21:33:00,dinner,False,delivered,wallet
ORD0002802,U01937,R0080,2024-12-07 13:05:00,lunch,True,delivered,wallet
ORD0002803,U00122,R0130,2024-04-16 21:11:00,dinner,False,delivered,card
ORD0002804,U00182,R0143,2024-11-03 15:54:00,lunch,True,cancelled,UPI
ORD0002805,U00571,R0250,2024-07-06 21:34:00,dinner,True,delivered,UPI
ORD0002806,U00571,R0336,2024-02-10 14:45:00,lunch,True,delivered,card
ORD0002807,U00433,R0375,2024-05-27 13:57:00,lunch,False,delivered,UPI
ORD0002808,U00270,R0474,2024-04-24 13:57:00,lunch,False,failed,card
ORD0002809,U01535,R0441,2024-07-09 14:03:00,lunch,False,cancelled,card
ORD0002810,U01075,R0383,2024-09-23 17:41:00,snack,False,cancelled,card
ORD0002811,U00225,R0034,2024-05-23 12:46:00,lunch,False,delivered,UPI
ORD0002812,U00864,R0499,2024-02-19 21:37:00,dinner,False,failed,UPI
ORD0002813,U01953,R0490,2024-04-17 20:42:00,dinner,False,delivered,UPI
ORD0002814,U00738,R0296,2024-09-14 09:32:00,breakfast,True,cancelled,UPI
ORD0002815,U01234,R0364,2024-01-31 11:19:00,lunch,False,delivered,card
ORD0002816,U00402,R0359,2024-04-30 11:28:00,lunch,False,delivered,COD
ORD0002817,U00021,R0345,2024-04-28 14:26:00,lunch,True,delivered,wallet
ORD0002818,U00260,R0377,2024-09-17 20:06:00,dinner,False,delivered,COD
ORD0002819,U01285,R0377,2024-08-02 03:50:00,late_night,False,cancelled,UPI
ORD0002820,U00027,R0066,2024-04-14 15:24:00,lunch,True,delivered,UPI
ORD0002821,U00074,R0325,2024-05-24 13:21:00,lunch,False,delivered,card
ORD0002822,U00426,R0026,2024-04-27 22:58:00,dinner,True,cancelled,UPI
ORD0002823,U00568,R0480,2024-06-10 09:22:00,breakfast,False,delivered,UPI
ORD0002824,U01464,R0357,2024-11-20 20:06:00,dinner,False,delivered,wallet
ORD0002825,U00306,R0113,2024-06-20 10:06:00,breakfast,False,delivered,UPI
ORD0002826,U01746,R0068,2024-09-22 12:34:00,lunch,True,delivered,UPI
ORD0002827,U00268,R0368,2024-10-11 13:18:00,lunch,False,delivered,card
ORD0002828,U00899,R0255,2024-02-07 08:05:00,breakfast,False,delivered,wallet
ORD0002829,U00736,R0436,2024-03-31 20:05:00,dinner,True,delivered,UPI
ORD0002830,U01906,R0066,2024-05-27 13:17:00,lunch,False,delivered,UPI
ORD0002831,U01425,R0449,2024-04-10 14:43:00,lunch,False,delivered,UPI
ORD0002832,U00212,R0125,2024-08-30 13:00:00,lunch,False,delivered,UPI
ORD0002833,U00764,R0368,2024-04-25 15:19:00,lunch,False,delivered,card
ORD0002834,U00398,R0022,2024-12-06 10:29:00,breakfast,False,delivered,UPI
ORD0002835,U01841,R0398,2024-11-23 12:23:00,lunch,True,delivered,UPI
ORD0002836,U01556,R0067,2024-11-20 19:33:00,dinner,False,delivered,UPI
ORD0002837,U01031,R0048,2024-11-05 14:01:00,lunch,False,delivered,card
ORD0002838,U00856,R0172,2024-12-04 12:11:00,lunch,False,delivered,UPI
ORD0002839,U01816,R0025,2024-01-25 20:57:00,dinner,False,delivered,wallet
ORD0002840,U00834,R0130,2024-09-03 15:26:00,lunch,False,delivered,UPI
ORD0002841,U00811,R0101,2024-08-18 13:55:00,lunch,True,delivered,card
ORD0002842,U00006,R0350,2024-11-08 14:34:00,lunch,False,delivered,UPI
ORD0002843,U01690,R0030,2024-11-24 18:40:00,snack,True,delivered,UPI
ORD0002844,U00706,R0367,2024-03-18 11:05:00,lunch,False,delivered,UPI
ORD0002845,U01625,R0305,2024-06-14 19:02:00,dinner,False,delivered,COD
ORD0002846,U00473,R0479,2024-03-13 20:30:00,dinner,False,delivered,COD
ORD0002847,U01697,R0226,2024-07-29 20:57:00,dinner,False,delivered,UPI
ORD0002848,U00936,R0236,2024-03-10 14:49:00,lunch,True,delivered,card
ORD0002849,U00729,R0204,2024-01-31 14:22:00,lunch,False,delivered,UPI
ORD0002850,U01850,R0300,2024-01-13 10:33:00,breakfast,True,cancelled,COD
ORD0002851,U00197,R0313,2024-07-02 15:36:00,lunch,False,delivered,card
ORD0002852,U01101,R0115,2024-12-10 11:24:00,lunch,False,delivered,card
ORD0002853,U00271,R0394,2024-03-18 10:56:00,breakfast,False,delivered,UPI
ORD0002854,U00146,R0351,2024-09-10 13:26:00,lunch,False,delivered,wallet
ORD0002855,U00047,R0334,2024-01-04 17:25:00,snack,False,delivered,COD
ORD0002856,U00332,R0307,2024-11-09 17:47:00,snack,True,failed,card
ORD0002857,U00184,R0213,2024-12-01 12:02:00,lunch,True,delivered,UPI
ORD0002858,U01399,R0453,2024-02-11 22:43:00,dinner,True,delivered,COD
ORD0002859,U01665,R0352,2024-06-14 17:05:00,snack,False,delivered,UPI
ORD0002860,U01521,R0038,2024-12-27 12:39:00,lunch,False,delivered,COD
ORD0002861,U00962,R0153,2024-09-20 20:07:00,dinner,False,delivered,UPI
ORD0002862,U00775,R0443,2024-01-16 17:50:00,snack,False,delivered,UPI
ORD0002863,U01246,R0021,2024-11-24 19:56:00,dinner,True,delivered,COD
ORD0002864,U01763,R0484,2024-08-14 10:11:00,breakfast,False,delivered,UPI
ORD0002865,U00326,R0299,2024-11-26 13:59:00,lunch,False,delivered,UPI
ORD0002866,U01535,R0490,2024-05-10 16:29:00,snack,False,delivered,UPI
ORD0002867,U01088,R0112,2024-07-24 16:03:00,snack,False,delivered,card
ORD0002868,U00245,R0484,2024-10-31 19:46:00,dinner,False,delivered,wallet
ORD0002869,U01609,R0015,2024-12-03 20:39:00,dinner,False,delivered,card
ORD0002870,U00540,R0127,2024-09-25 21:19:00,dinner,False,cancelled,UPI
ORD0002871,U01725,R0495,2024-12-30 11:22:00,lunch,False,delivered,wallet
ORD0002872,U01520,R0278,2024-07-04 19:59:00,dinner,False,delivered,wallet
ORD0002873,U01682,R0142,2024-05-19 12:10:00,lunch,True,delivered,wallet
ORD0002874,U00137,R0318,2024-03-21 21:29:00,dinner,False,delivered,UPI
ORD0002875,U00793,R0201,2024-11-13 13:17:00,lunch,False,delivered,wallet
ORD0002876,U00333,R0078,2024-01-03 18:17:00,snack,False,delivered,card
ORD0002877,U01163,R0042,2024-09-01 10:24:00,breakfast,True,delivered,UPI
ORD0002878,U01642,R0445,2024-09-13 20:12:00,dinner,False,cancelled,wallet
ORD0002879,U00416,R0481,2024-11-05 14:02:00,lunch,False,delivered,UPI
ORD0002880,U00243,R0215,2024-10-14 16:01:00,snack,False,delivered,card
ORD0002881,U00998,R0008,2024-11-30 13:31:00,lunch,True,delivered,UPI
ORD0002882,U01027,R0029,2024-03-23 19:13:00,dinner,True,cancelled,COD
ORD0002883,U00752,R0208,2024-04-11 13:08:00,lunch,False,delivered,card
ORD0002884,U01142,R0454,2024-05-17 18:03:00,snack,False,delivered,UPI
ORD0002885,U00755,R0497,2024-03-14 22:48:00,dinner,False,delivered,card
ORD0002886,U01723,R0214,2024-04-10 14:01:00,lunch,False,delivered,UPI
ORD0002887,U01724,R0497,2024-08-21 11:19:00,lunch,False,failed,COD
ORD0002888,U01859,R0202,2024-12-21 21:46:00,dinner,True,delivered,UPI
ORD0002889,U00944,R0489,2024-11-08 14:48:00,lunch,False,cancelled,wallet
ORD0002890,U01543,R0450,2024-04-05 18:46:00,snack,False,delivered,wallet
ORD0002891,U01825,R0021,2024-11-02 13:17:00,lunch,True,delivered,UPI
ORD0002892,U00785,R0120,2024-10-02 19:24:00,dinner,False,delivered,UPI
ORD0002893,U01435,R0202,2024-11-15 19:18:00,dinner,False,delivered,card
ORD0002894,U01905,R0079,2024-02-26 12:49:00,lunch,False,delivered,card
ORD0002895,U00173,R0293,2024-09-17 21:10:00,dinner,False,delivered,UPI
ORD0002896,U01049,R0412,2024-09-26 22:45:00,dinner,False,cancelled,COD
ORD0002897,U00807,R0186,2024-11-16 22:39:00,dinner,True,delivered,UPI
ORD0002898,U00741,R0031,2024-06-19 09:26:00,breakfast,False,failed,UPI
ORD0002899,U00621,R0298,2024-08-02 20:17:00,dinner,False,failed,UPI
ORD0002900,U00588,R0399,2024-08-13 12:41:00,lunch,False,delivered,card
ORD0002901,U01563,R0402,2024-06-05 14:42:00,lunch,False,delivered,UPI
ORD0002902,U00522,R0154,2024-09-22 20:59:00,dinner,True,delivered,UPI
ORD0002903,U01344,R0019,2024-04-08 12:58:00,lunch,False,delivered,wallet
ORD0002904,U00904,R0495,2024-03-19 14:17:00,lunch,False,delivered,card
ORD0002905,U00884,R0201,2024-06-19 12:48:00,lunch,False,delivered,UPI
ORD0002906,U00403,R0351,2024-12-20 17:34:00,snack,False,delivered,COD
ORD0002907,U00628,R0310,2024-09-03 22:14:00,dinner,False,delivered,UPI
ORD0002908,U01578,R0097,2024-09-19 21:12:00,dinner,False,delivered,card
ORD0002909,U01469,R0116,2024-08-23 15:32:00,lunch,False,delivered,card
ORD0002910,U01163,R0214,2024-05-07 16:03:00,snack,False,delivered,card
ORD0002911,U00705,R0005,2024-04-10 14:02:00,lunch,False,delivered,wallet
ORD0002912,U00620,R0332,2024-09-06 05:02:00,late_night,False,delivered,UPI
ORD0002913,U01239,R0193,2024-03-25 20:15:00,dinner,False,delivered,UPI
ORD0002914,U00343,R0233,2024-09-19 15:42:00,lunch,False,delivered,UPI
ORD0002915,U00389,R0067,2024-10-25 19:00:00,dinner,False,delivered,UPI
ORD0002916,U01734,R0087,2024-06-19 22:01:00,dinner,False,cancelled,UPI
ORD0002917,U00790,R0069,2024-12-13 12:35:00,lunch,False,delivered,COD
ORD0002918,U00889,R0452,2024-01-20 19:29:00,dinner,True,delivered,COD
ORD0002919,U01709,R0061,2024-10-19 20:41:00,dinner,True,delivered,UPI
ORD0002920,U00182,R0152,2024-03-07 22:43:00,dinner,False,delivered,UPI
ORD0002921,U01984,R0076,2024-04-03 12:15:00,lunch,False,delivered,UPI
ORD0002922,U00524,R0111,2024-09-11 14:44:00,lunch,False,delivered,UPI
ORD0002923,U01610,R0211,2024-04-17 21:51:00,dinner,False,delivered,UPI
ORD0002924,U01363,R0071,2024-01-29 14:34:00,lunch,False,delivered,COD
ORD0002925,U01884,R0425,2024-11-16 12:20:00,lunch,True,delivered,UPI
ORD0002926,U01514,R0176,2024-04-01 20:46:00,dinner,False,delivered,UPI
ORD0002927,U01927,R0336,2024-10-31 07:32:00,breakfast,False,cancelled,COD
ORD0002928,U01137,R0357,2024-01-30 20:48:00,dinner,False,cancelled,COD
ORD0002929,U00657,R0137,2024-07-28 13:05:00,lunch,True,cancelled,UPI
ORD0002930,U01380,R0078,2024-06-21 13:09:00,lunch,False,delivered,UPI
ORD0002931,U00208,R0348,2024-06-02 09:42:00,breakfast,True,delivered,UPI
ORD0002932,U01055,R0436,2024-10-23 10:56:00,breakfast,False,delivered,COD
ORD0002933,U01052,R0326,2024-02-16 18:25:00,snack,False,delivered,wallet
ORD0002934,U01816,R0489,2024-06-10 14:22:00,lunch,False,delivered,COD
ORD0002935,U00081,R0274,2024-02-24 11:43:00,lunch,True,delivered,COD
ORD0002936,U01506,R0253,2024-03-30 22:24:00,dinner,True,delivered,card
ORD0002937,U01944,R0305,2024-08-23 12:05:00,lunch,False,delivered,UPI
ORD0002938,U01947,R0352,2024-02-26 19:11:00,dinner,False,delivered,UPI
ORD0002939,U01266,R0051,2024-03-17 20:45:00,dinner,True,delivered,wallet
ORD0002940,U01516,R0319,2024-06-05 11:41:00,lunch,False,delivered,UPI
ORD0002941,U01906,R0209,2024-05-11 13:21:00,lunch,True,delivered,UPI
ORD0002942,U00303,R0328,2024-08-28 00:29:00,late_night,False,delivered,UPI
ORD0002943,U00492,R0371,2024-11-12 16:55:00,snack,False,delivered,card
ORD0002944,U00638,R0465,2024-04-23 12:59:00,lunch,False,delivered,UPI
ORD0002945,U01681,R0365,2024-08-15 12:48:00,lunch,False,delivered,card
ORD0002946,U00174,R0337,2024-03-16 14:32:00,lunch,True,delivered,card
ORD0002947,U01231,R0293,2024-03-14 13:43:00,lunch,False,delivered,card
ORD0002948,U01399,R0195,2024-02-03 21:06:00,dinner,True,delivered,UPI
ORD0002949,U00540,R0113,2024-01-26 12:54:00,lunch,False,delivered,UPI
ORD0002950,U00412,R0287,2024-06-14 15:42:00,lunch,False,cancelled,COD
ORD0002951,U00694,R0413,2024-06-02 01:21:00,late_night,True,delivered,UPI
ORD0002952,U00491,R0455,2024-11-20 14:50:00,lunch,False,delivered,UPI
ORD0002953,U00275,R0369,2024-05-12 19:50:00,dinner,True,delivered,UPI
ORD0002954,U01978,R0493,2024-10-25 10:54:00,breakfast,False,delivered,UPI
ORD0002955,U00577,R0485,2024-12-16 23:34:00,late_night,False,cancelled,card
ORD0002956,U00944,R0499,2024-07-08 12:47:00,lunch,False,delivered,UPI
ORD0002957,U01962,R0096,2024-04-16 13:31:00,lunch,False,delivered,wallet
ORD0002958,U01821,R0188,2024-10-03 14:23:00,lunch,False,delivered,card
ORD0002959,U01366,R0030,2024-06-17 21:27:00,dinner,False,delivered,card
ORD0002960,U00747,R0273,2024-02-16 13:55:00,lunch,False,delivered,UPI
ORD0002961,U00484,R0116,2024-07-26 09:14:00,breakfast,False,delivered,UPI
ORD0002962,U00503,R0134,2024-12-25 12:59:00,lunch,False,delivered,card
ORD0002963,U01945,R0104,2024-09-10 12:19:00,lunch,False,delivered,card
ORD0002964,U01945,R0418,2024-09-11 20:11:00,dinner,False,delivered,UPI
ORD0002965,U00072,R0415,2024-07-30 22:15:00,dinner,False,delivered,card
ORD0002966,U01413,R0124,2024-07-11 11:10:00,lunch,False,delivered,UPI
ORD0002967,U00159,R0041,2024-03-08 09:00:00,breakfast,False,cancelled,UPI
ORD0002968,U01447,R0428,2024-10-05 20:02:00,dinner,True,delivered,UPI
ORD0002969,U00750,R0435,2024-01-24 19:25:00,dinner,False,delivered,UPI
ORD0002970,U01370,R0271,2024-10-19 07:29:00,breakfast,True,failed,UPI
ORD0002971,U01023,R0208,2024-08-19 00:52:00,late_night,False,delivered,UPI
ORD0002972,U00058,R0192,2024-01-24 20:24:00,dinner,False,delivered,UPI
ORD0002973,U01473,R0137,2024-12-26 00:12:00,late_night,False,delivered,UPI
ORD0002974,U00758,R0443,2024-06-27 17:01:00,snack,False,delivered,COD
ORD0002975,U00957,R0399,2024-04-07 10:47:00,breakfast,True,delivered,COD
ORD0002976,U01491,R0200,2024-05-19 17:31:00,snack,True,delivered,UPI
ORD0002977,U01877,R0354,2024-12-19 10:24:00,breakfast,False,cancelled,UPI
ORD0002978,U01155,R0346,2024-10-12 13:24:00,lunch,True,delivered,UPI
ORD0002979,U00551,R0256,2024-10-07 22:20:00,dinner,False,delivered,COD
ORD0002980,U00678,R0408,2024-05-22 14:10:00,lunch,False,delivered,UPI
ORD0002981,U00929,R0206,2024-07-01 22:15:00,dinner,False,cancelled,UPI
ORD0002982,U01202,R0365,2024-04-10 14:47:00,lunch,False,delivered,wallet
ORD0002983,U01833,R0369,2024-08-19 13:49:00,lunch,False,cancelled,COD
ORD0002984,U01634,R0138,2024-02-04 15:18:00,lunch,True,delivered,wallet
ORD0002985,U01479,R0396,2024-10-19 22:54:00,dinner,True,delivered,UPI
ORD0002986,U01931,R0462,2024-05-15 22:33:00,dinner,False,delivered,card
ORD0002987,U01877,R0326,2024-03-03 12:28:00,lunch,True,delivered,wallet
ORD0002988,U00688,R0485,2024-07-26 11:14:00,lunch,False,delivered,UPI
ORD0002989,U00409,R0185,2024-11-11 13:25:00,lunch,False,delivered,card
ORD0002990,U01981,R0123,2024-12-29 22:49:00,dinner,True,delivered,wallet
ORD0002991,U00895,R0190,2024-07-29 13:58:00,lunch,False,delivered,card
ORD0002992,U01156,R0242,2024-02-03 22:00:00,dinner,True,delivered,wallet
ORD0002993,U01756,R0139,2024-06-19 12:42:00,lunch,False,delivered,wallet
ORD0002994,U00805,R0198,2024-12-05 18:30:00,snack,False,delivered,UPI
ORD0002995,U01908,R0373,2024-11-30 13:04:00,lunch,True,delivered,UPI
ORD0002996,U01218,R0398,2024-07-29 13:46:00,lunch,False,delivered,UPI
ORD0002997,U01030,R0196,2024-07-26 20:40:00,dinner,False,cancelled,wallet
ORD0002998,U01971,R0414,2024-01-21 13:19:00,lunch,True,failed,UPI
ORD0002999,U00131,R0221,2024-08-16 13:54:00,lunch,False,delivered,UPI
ORD0003000,U00428,R0464,2024-10-03 20:37:00,dinner,False,delivered,UPI
ORD0003001,U00575,R0065,2024-09-18 09:20:00,breakfast,False,delivered,UPI
ORD0003002,U00162,R0091,2024-04-25 11:48:00,lunch,False,delivered,card
ORD0003003,U00703,R0147,2024-09-20 21:53:00,dinner,False,delivered,COD
ORD0003004,U00758,R0012,2024-02-25 20:58:00,dinner,True,delivered,card
ORD0003005,U01097,R0358,2024-06-15 18:56:00,snack,True,delivered,card
ORD0003006,U01861,R0005,2024-11-11 12:07:00,lunch,False,delivered,UPI
ORD0003007,U01173,R0171,2024-08-18 23:28:00,late_night,True,delivered,card
ORD0003008,U01896,R0430,2024-03-08 17:46:00,snack,False,delivered,UPI
ORD0003009,U01919,R0317,2024-10-24 18:03:00,snack,False,failed,card
ORD0003010,U01879,R0482,2024-05-05 22:27:00,dinner,True,delivered,card
ORD0003011,U00628,R0261,2024-05-10 22:53:00,dinner,False,delivered,card
ORD0003012,U00180,R0418,2024-04-24 10:13:00,breakfast,False,delivered,wallet
ORD0003013,U00700,R0095,2024-01-23 12:19:00,lunch,False,delivered,card
ORD0003014,U01558,R0205,2024-04-27 20:12:00,dinner,True,delivered,card
ORD0003015,U01221,R0074,2024-06-03 06:45:00,breakfast,False,delivered,UPI
ORD0003016,U00662,R0403,2024-03-26 20:52:00,dinner,False,delivered,UPI
ORD0003017,U01926,R0191,2024-01-18 12:48:00,lunch,False,delivered,UPI
ORD0003018,U01180,R0196,2024-02-02 11:58:00,lunch,False,delivered,wallet
ORD0003019,U00814,R0155,2024-10-17 20:59:00,dinner,False,delivered,UPI
ORD0003020,U01730,R0229,2024-10-30 22:16:00,dinner,False,delivered,UPI
ORD0003021,U00373,R0058,2024-06-09 22:33:00,dinner,True,delivered,card
ORD0003022,U01748,R0473,2024-09-11 20:15:00,dinner,False,delivered,card
ORD0003023,U00491,R0007,2024-05-01 12:46:00,lunch,False,cancelled,card
ORD0003024,U00929,R0446,2024-07-29 17:22:00,snack,False,cancelled,UPI
ORD0003025,U00566,R0070,2024-10-16 13:12:00,lunch,False,delivered,COD
ORD0003026,U00491,R0189,2024-10-23 13:59:00,lunch,False,delivered,COD
ORD0003027,U01592,R0368,2024-03-19 13:57:00,lunch,False,delivered,UPI
ORD0003028,U01206,R0061,2024-07-23 14:17:00,lunch,False,delivered,UPI
ORD0003029,U00545,R0093,2024-04-30 19:30:00,dinner,False,delivered,UPI
ORD0003030,U00789,R0063,2024-05-27 19:05:00,dinner,False,delivered,COD
ORD0003031,U01912,R0417,2024-07-12 14:50:00,lunch,False,failed,card
ORD0003032,U00586,R0027,2024-10-16 12:58:00,lunch,False,delivered,UPI
ORD0003033,U01368,R0489,2024-11-04 22:46:00,dinner,False,delivered,UPI
ORD0003034,U00543,R0334,2024-05-05 13:09:00,lunch,True,cancelled,UPI
ORD0003035,U01116,R0299,2024-06-23 07:28:00,breakfast,True,cancelled,UPI
ORD0003036,U00401,R0127,2024-04-01 11:58:00,lunch,False,delivered,UPI
ORD0003037,U01624,R0460,2024-03-22 04:27:00,late_night,False,delivered,card
ORD0003038,U00323,R0482,2024-04-05 14:20:00,lunch,False,cancelled,UPI
ORD0003039,U00851,R0419,2024-10-08 11:52:00,lunch,False,delivered,UPI
ORD0003040,U00239,R0155,2024-07-08 13:21:00,lunch,False,delivered,wallet
ORD0003041,U01591,R0163,2024-04-14 10:00:00,breakfast,True,delivered,UPI
ORD0003042,U01815,R0159,2024-09-16 18:25:00,snack,False,delivered,UPI
ORD0003043,U00438,R0368,2024-01-21 22:43:00,dinner,True,delivered,UPI
ORD0003044,U01659,R0029,2024-10-09 21:42:00,dinner,False,delivered,UPI
ORD0003045,U00928,R0291,2024-08-25 15:54:00,lunch,True,delivered,UPI
ORD0003046,U00846,R0113,2024-09-10 15:21:00,lunch,False,delivered,UPI
ORD0003047,U01348,R0395,2024-03-19 23:09:00,late_night,False,delivered,UPI
ORD0003048,U00938,R0116,2024-02-08 20:24:00,dinner,False,delivered,card
ORD0003049,U00214,R0493,2024-10-24 20:52:00,dinner,False,delivered,UPI
ORD0003050,U01859,R0349,2024-04-20 23:12:00,late_night,True,delivered,UPI
ORD0003051,U01851,R0010,2024-01-16 22:05:00,dinner,False,cancelled,COD
ORD0003052,U00062,R0274,2024-08-09 19:54:00,dinner,False,delivered,COD
ORD0003053,U01323,R0352,2024-08-02 09:22:00,breakfast,False,delivered,card
ORD0003054,U01497,R0063,2024-01-10 00:58:00,late_night,False,delivered,UPI
ORD0003055,U01016,R0482,2024-11-15 21:04:00,dinner,False,delivered,wallet
ORD0003056,U01088,R0421,2024-10-06 11:45:00,lunch,True,delivered,UPI
ORD0003057,U00730,R0471,2024-02-08 07:29:00,breakfast,False,delivered,wallet
ORD0003058,U00343,R0073,2024-04-01 15:14:00,lunch,False,delivered,COD
ORD0003059,U01909,R0062,2024-06-09 22:52:00,dinner,True,delivered,COD
ORD0003060,U00163,R0189,2024-04-28 17:17:00,snack,True,delivered,COD
ORD0003061,U01495,R0282,2024-12-06 22:40:00,dinner,False,failed,card
ORD0003062,U00915,R0048,2024-11-06 12:52:00,lunch,False,delivered,UPI
ORD0003063,U01877,R0478,2024-11-17 11:34:00,lunch,True,delivered,UPI
ORD0003064,U01141,R0144,2024-03-31 15:29:00,lunch,True,cancelled,wallet
ORD0003065,U00652,R0081,2024-02-13 14:08:00,lunch,False,delivered,UPI
ORD0003066,U00429,R0186,2024-05-20 23:59:00,late_night,False,delivered,COD
ORD0003067,U01671,R0497,2024-07-06 19:15:00,dinner,True,delivered,UPI
ORD0003068,U01348,R0144,2024-12-16 20:40:00,dinner,False,delivered,card
ORD0003069,U01514,R0459,2024-11-24 16:10:00,snack,True,delivered,UPI
ORD0003070,U00361,R0222,2024-03-07 00:28:00,late_night,False,delivered,wallet
ORD0003071,U01822,R0464,2024-02-04 14:28:00,lunch,True,cancelled,UPI
ORD0003072,U01036,R0409,2024-01-27 12:01:00,lunch,True,delivered,UPI
ORD0003073,U00944,R0133,2024-12-06 15:29:00,lunch,False,delivered,UPI
ORD0003074,U00547,R0433,2024-07-28 20:08:00,dinner,True,cancelled,UPI
ORD0003075,U01394,R0334,2024-11-26 20:15:00,dinner,False,delivered,UPI
ORD0003076,U01824,R0348,2024-06-12 19:07:00,dinner,False,cancelled,UPI
ORD0003077,U01021,R0025,2024-11-30 18:16:00,snack,True,delivered,COD
ORD0003078,U00231,R0255,2024-06-25 07:51:00,breakfast,False,delivered,UPI
ORD0003079,U00398,R0330,2024-06-17 23:19:00,late_night,False,delivered,UPI
ORD0003080,U01977,R0084,2024-04-21 15:33:00,lunch,True,delivered,wallet
ORD0003081,U01782,R0332,2024-10-01 14:21:00,lunch,False,delivered,UPI
ORD0003082,U01913,R0418,2024-01-22 18:36:00,snack,False,cancelled,UPI
ORD0003083,U01386,R0013,2024-12-11 13:11:00,lunch,False,delivered,UPI
ORD0003084,U01417,R0271,2024-08-12 21:42:00,dinner,False,delivered,UPI
ORD0003085,U00842,R0408,2024-06-28 17:35:00,snack,False,delivered,UPI
