order_id,item_id,quantity,price,category,item_name,line_total
ORD0001340,I003280,1,109.0,starter,Onion Rings,109.0
ORD0001341,I002479,1,105.0,dessert,Ice Cream (Vanilla),105.0
ORD0001341,I002481,2,30.0,snack,Masala Fries,60.0
ORD0001341,I002475,1,108.0,snack,Mini Burgers,108.0
ORD0001342,I006242,1,73.0,beverage,Mineral Water,73.0
ORD0001342,I006246,2,138.0,side_dish,Garlic Naan,276.0
ORD0001343,I006837,1,83.0,main_course,Hakka Noodles,83.0
ORD0001344,I006246,1,138.0,side_dish,Garlic Naan,138.0
ORD0001344,I006248,2,206.0,snack,Veg Sandwich,412.0
ORD0001347,I000687,1,167.0,beverage,Sweet Lassi,167.0
ORD0001347,I000689,2,160.0,main_course,Margherita Pizza,320.0
ORD0001347,I000691,1,124.0,beverage,Masala Chai,124.0
ORD0001347,I000693,1,113.0,main_course,Hakka Noodles,113.0
ORD0001348,I005595,1,98.0,dessert,Fruit Custard,98.0
ORD0001348,I005594,1,164.0,main_course,Dal Makhani,164.0
ORD0001348,I005596,1,197.0,side_dish,Jeera Rice,197.0
ORD0001350,I001178,1,173.0,main_course,Rajma Chawal,173.0
ORD0001350,I001191,1,82.0,side_dish,Salan,82.0
ORD0001351,I006648,2,206.0,dessert,Cheesecake Slice,412.0
ORD0001352,I006754,1,187.0,starter,Onion Rings,187.0
ORD0001352,I006759,1,141.0,beverage,Fresh Lime Soda,141.0
ORD0001352,I006751,2,280.0,starter,Pav Bhaji,560.0
ORD0001352,I006756,1,225.0,beverage,Sprite,225.0
ORD0001352,I006760,1,299.0,main_course,Hakka Noodles,299.0
ORD0001353,I005396,1,123.0,main_course,Fried Rice,123.0
ORD0001353,I005392,1,334.0,beverage,Mango Lassi,334.0
ORD0001353,I005400,1,304.0,main_course,Dal Makhani,304.0
ORD0001354,I004795,1,230.0,side_dish,Coleslaw,230.0
ORD0001354,I004803,1,101.0,main_course,Chole Bhature,101.0
ORD0001354,I004791,1,193.0,dessert,Ice Cream (Chocolate),193.0
ORD0001355,I000689,1,160.0,main_course,Margherita Pizza,160.0
ORD0001355,I000688,1,73.0,main_course,Chole Bhature,73.0
ORD0001355,I000686,1,202.0,dessert,Brownie,202.0
ORD0001355,I000685,1,109.0,starter,Paneer Tikka,109.0
ORD0001356,I001408,1,96.0,dessert,Fruit Custard,96.0
ORD0001357,I001958,1,324.0,side_dish,Green Salad,324.0
ORD0001357,I001965,2,365.0,starter,Onion Rings,730.0
ORD0001358,I006218,2,62.0,main_course,Chicken Biryani,124.0
ORD0001358,I006220,1,130.0,dessert,Cheesecake Slice,130.0
ORD0001358,I006226,1,175.0,main_course,Chole Bhature,175.0
ORD0001358,I006215,1,140.0,dessert,Ice Cream (Vanilla),140.0
ORD0001358,I006222,1,58.0,beverage,Mango Lassi,58.0
ORD0001360,I000435,1,490.0,snack,Bhel Puri,490.0
ORD0001360,I000437,1,1161.0,snack,Garlic Bread (plain),1161.0
ORD0001360,I000433,1,1024.0,dessert,Ice Cream (Chocolate),1024.0
ORD0001361,I005920,1,162.0,main_course,Chole Bhature,162.0
ORD0001361,I005919,2,210.0,starter,Paneer Tikka,420.0
ORD0001362,I006533,1,45.0,starter,Aloo Tikki,45.0
ORD0001362,I006539,1,147.0,starter,Veg Spring Rolls,147.0
ORD0001362,I006541,2,137.0,beverage,Sprite,274.0
ORD0001362,I006538,2,105.0,snack,Veg Sandwich,210.0
ORD0001363,I004145,1,136.0,side_dish,Salan,136.0
ORD0001363,I004138,1,55.0,dessert,Fruit Custard,55.0
ORD0001364,I003344,2,128.0,side_dish,Butter Naan,256.0
ORD0001365,I001484,1,210.0,main_course,Paneer Butter Masala,210.0
ORD0001365,I001483,1,130.0,dessert,Fruit Custard,130.0
ORD0001366,I004243,1,118.0,side_dish,Salan,118.0
ORD0001366,I004240,2,79.0,dessert,Kheer,158.0
ORD0001367,I000691,2,124.0,beverage,Masala Chai,248.0
ORD0001367,I000688,1,73.0,main_course,Chole Bhature,73.0
ORD0001368,I006929,2,94.0,dessert,Halwa,188.0
ORD0001368,I006925,1,51.0,beverage,Mango Lassi,51.0
ORD0001368,I006927,1,75.0,snack,Sev Puri,75.0
ORD0001369,I001050,1,475.0,main_course,Chicken Pizza,475.0
ORD0001369,I001049,3,953.0,beverage,Mango Shake,2859.0
ORD0001369,I001043,1,1067.0,dessert,Kheer,1067.0
ORD0001369,I001040,1,945.0,starter,Paneer Tikka,945.0
ORD0001370,I000358,2,195.0,snack,Sev Puri,390.0
ORD0001370,I000357,1,171.0,dessert,Ice Cream (Vanilla),171.0
ORD0001371,I001080,1,1026.0,starter,Chicken Wings,1026.0
ORD0001371,I001085,1,654.0,starter,Paneer Tikka,654.0
ORD0001372,I001080,1,1026.0,starter,Chicken Wings,1026.0
ORD0001372,I001084,1,251.0,starter,Fish Tikka,251.0
ORD0001372,I001089,1,1060.0,main_course,Egg Curry,1060.0
ORD0001372,I001083,1,779.0,snack,Bhel Puri,779.0
ORD0001373,I001471,1,246.0,beverage,Sweet Lassi,246.0
ORD0001374,I000865,2,163.0,starter,Samosa (2 pcs),326.0
ORD0001374,I000853,3,226.0,snack,Sev Puri,678.0
ORD0001374,I000866,1,136.0,beverage,Buttermilk,136.0
ORD0001374,I000852,1,198.0,dessert,Halwa,198.0
ORD0001374,I000867,1,155.0,side_dish,Butter Naan,155.0
ORD0001375,I004969,1,983.0,dessert,Kulfi,983.0
ORD0001375,I004973,1,1231.0,starter,Aloo Tikki,1231.0
ORD0001375,I004975,2,1254.0,starter,Chicken Nuggets,2508.0
ORD0001375,I004976,1,1278.0,side_dish,Papad,1278.0
ORD0001376,I005087,1,281.0,snack,Corn on the Cob,281.0
ORD0001376,I005080,1,516.0,beverage,Coca-Cola,516.0
ORD0001377,I003283,1,175.0,beverage,Fresh Lime Soda,175.0
ORD0001377,I003282,1,89.0,side_dish,Salan,89.0
ORD0001378,I003321,1,519.0,snack,Mini Burgers,519.0
ORD0001378,I003328,1,159.0,starter,Paneer Tikka,159.0
ORD0001379,I004773,1,194.0,side_dish,Raita,194.0
ORD0001379,I004774,1,162.0,side_dish,Garlic Naan,162.0
ORD0001379,I004780,2,204.0,dessert,Kheer,408.0
ORD0001379,I004785,1,129.0,main_course,Dal Makhani,129.0
ORD0001380,I000406,2,151.0,dessert,Rasgulla,302.0
ORD0001381,I004333,1,52.0,beverage,Mango Shake,52.0
ORD0001381,I004346,1,125.0,dessert,Chocolate Mousse,125.0
ORD0001382,I005381,2,235.0,starter,Chicken Tikka,470.0
ORD0001382,I005376,1,274.0,beverage,Coca-Cola,274.0
ORD0001383,I000663,1,635.0,starter,Fish Tikka,635.0
ORD0001383,I000671,1,941.0,dessert,Gajar Ka Halwa,941.0
ORD0001384,I000810,1,186.0,dessert,Chocolate Mousse,186.0
ORD0001384,I000817,1,188.0,main_course,Chole Bhature,188.0
ORD0001384,I000814,1,136.0,side_dish,Garlic Naan,136.0
ORD0001385,I002863,1,93.0,dessert,Ice Cream (Chocolate),93.0
ORD0001385,I002864,1,102.0,side_dish,Papad,102.0
ORD0001386,I000939,2,470.0,starter,Pav Bhaji,940.0
ORD0001386,I000936,2,390.0,beverage,Sweet Lassi,780.0
ORD0001387,I001271,1,231.0,snack,Mini Burgers,231.0
ORD0001387,I001270,2,380.0,dessert,Kulfi,760.0
ORD0001389,I005214,3,319.0,snack,Sev Puri,957.0
ORD0001389,I005219,1,345.0,beverage,Mango Shake,345.0
ORD0001389,I005217,1,193.0,side_dish,Garlic Naan,193.0
ORD0001389,I005218,1,203.0,starter,Fish Tikka,203.0
ORD0001389,I005215,1,119.0,snack,Veg Wrap,119.0
ORD0001391,I005232,2,413.0,beverage,Sweet Lassi,826.0
ORD0001391,I005228,2,400.0,main_course,Chicken Biryani,800.0
ORD0001391,I005226,1,151.0,side_dish,Butter Naan,151.0
ORD0001393,I006628,1,381.0,main_course,Egg Curry,381.0
ORD0001393,I006635,1,428.0,starter,Crispy Corn,428.0
ORD0001393,I006632,1,466.0,main_course,Fish Curry,466.0
ORD0001393,I006633,1,428.0,side_dish,Jeera Rice,428.0
ORD0001393,I006627,1,486.0,snack,Chicken Sandwich,486.0
ORD0001394,I005474,1,327.0,dessert,Kulfi,327.0
ORD0001394,I005491,2,364.0,side_dish,Salan,728.0
ORD0001394,I005490,2,372.0,starter,Samosa (2 pcs),744.0
ORD0001394,I005486,1,403.0,side_dish,Coleslaw,403.0
ORD0001394,I005479,1,240.0,beverage,Mango Lassi,240.0
ORD0001395,I006694,1,244.0,beverage,Buttermilk,244.0
ORD0001395,I006690,1,382.0,main_course,Hakka Noodles,382.0
ORD0001395,I006697,1,224.0,snack,Mini Burgers,224.0
ORD0001396,I001410,1,92.0,starter,Pav Bhaji,92.0
ORD0001399,I000277,1,1262.0,dessert,Chocolate Mousse,1262.0
ORD0001399,I000281,2,493.0,beverage,Sweet Lassi,986.0
ORD0001400,I004102,1,87.0,main_course,Margherita Pizza,87.0
ORD0001400,I004108,1,120.0,snack,Masala Fries,120.0
ORD0001401,I003065,1,198.0,starter,Veg Spring Rolls,198.0
ORD0001401,I003076,1,402.0,side_dish,Garlic Naan,402.0
ORD0001401,I003068,1,409.0,starter,Fish Tikka,409.0
ORD0001401,I003066,1,118.0,snack,Garlic Bread (plain),118.0
ORD0001401,I003069,2,328.0,starter,Crispy Corn,656.0
ORD0001402,I002391,1,35.0,starter,Aloo Tikki,35.0
ORD0001402,I002394,1,69.0,beverage,Mango Lassi,69.0
ORD0001403,I003848,1,75.0,beverage,Sweet Lassi,75.0
ORD0001403,I003844,1,205.0,starter,Veg Seekh Kebab,205.0
ORD0001404,I004780,2,204.0,dessert,Kheer,408.0
ORD0001404,I004777,2,216.0,main_course,Chole Bhature,432.0
ORD0001404,I004783,1,125.0,main_course,Dal Makhani,125.0
ORD0001404,I004773,1,194.0,side_dish,Raita,194.0
ORD0001404,I004771,1,121.0,starter,Onion Rings,121.0
ORD0001405,I003241,2,265.0,snack,Garlic Bread (plain),530.0
ORD0001405,I003244,1,291.0,side_dish,Pita Bread,291.0
ORD0001407,I005839,2,49.0,side_dish,Steamed Rice,98.0
ORD0001407,I005840,1,86.0,snack,Mini Burgers,86.0
ORD0001407,I005845,1,111.0,snack,Chicken Sandwich,111.0
ORD0001408,I005574,1,47.0,main_course,Margherita Pizza,47.0
ORD0001409,I000765,1,497.0,side_dish,Raita,497.0
ORD0001409,I000757,1,143.0,beverage,Cold Coffee,143.0
ORD0001410,I005505,1,623.0,beverage,Sweet Lassi,623.0
ORD0001410,I005513,1,474.0,starter,Chicken Wings,474.0
ORD0001411,I001998,1,270.0,beverage,Buttermilk,270.0
ORD0001411,I002011,1,394.0,snack,Mini Burgers,394.0
ORD0001412,I000734,2,171.0,main_course,Masala Dosa,342.0
ORD0001412,I000737,1,62.0,snack,Popcorn Chicken,62.0
ORD0001413,I002020,1,249.0,side_dish,Coleslaw,249.0
ORD0001413,I002018,1,92.0,snack,Mini Burgers,92.0
ORD0001415,I004945,3,232.0,dessert,Kheer,696.0
ORD0001415,I004933,1,147.0,main_course,Chole Bhature,147.0
ORD0001416,I004503,2,175.0,snack,Chicken Sandwich,350.0
ORD0001416,I004507,2,80.0,dessert,Cheesecake Slice,160.0
ORD0001416,I004505,1,76.0,main_course,Chicken Pizza,76.0
ORD0001417,I001006,1,164.0,snack,Corn on the Cob,164.0
ORD0001417,I001005,1,468.0,main_course,Paneer Butter Masala,468.0
ORD0001418,I002394,1,69.0,beverage,Mango Lassi,69.0
ORD0001419,I000064,3,85.0,main_course,Chicken Biryani,255.0
ORD0001419,I000063,1,69.0,snack,Sev Puri,69.0
ORD0001420,I004808,2,54.0,dessert,Rasgulla,108.0
ORD0001420,I004813,1,221.0,starter,Paneer Tikka,221.0
ORD0001420,I004814,1,116.0,side_dish,Salan,116.0
ORD0001421,I000965,1,49.0,beverage,Mango Lassi,49.0
ORD0001421,I000963,1,102.0,side_dish,Steamed Rice,102.0
ORD0001421,I000955,1,96.0,snack,Masala Fries,96.0
ORD0001421,I000956,1,73.0,side_dish,Garlic Naan,73.0
ORD0001422,I004263,1,324.0,beverage,Coca-Cola,324.0
ORD0001422,I004259,1,156.0,dessert,Gajar Ka Halwa,156.0
ORD0001422,I004274,1,292.0,side_dish,Steamed Rice,292.0
ORD0001423,I002678,1,235.0,main_course,Chicken Biryani,235.0
ORD0001423,I002686,1,157.0,main_course,Chicken Pizza,157.0
ORD0001423,I002679,1,98.0,beverage,Mineral Water,98.0
ORD0001424,I000122,3,104.0,main_course,Egg Curry,312.0
ORD0001424,I000119,1,72.0,main_course,Chicken Biryani,72.0
ORD0001424,I000116,1,66.0,snack,Mini Burgers,66.0
ORD0001424,I000115,1,175.0,snack,Bhel Puri,175.0
ORD0001424,I000120,1,190.0,dessert,Gulab Jamun,190.0
ORD0001426,I001378,1,215.0,snack,Chicken Sandwich,215.0
ORD0001426,I001376,1,231.0,starter,Veg Spring Rolls,231.0
ORD0001428,I006926,1,49.0,main_course,Chicken Biryani,49.0
ORD0001428,I006925,2,51.0,beverage,Mango Lassi,102.0
ORD0001429,I005212,1,130.0,beverage,Mango Lassi,130.0
ORD0001430,I006019,1,234.0,starter,Pav Bhaji,234.0
ORD0001431,I000504,1,748.0,starter,Chicken Wings,748.0
ORD0001431,I000495,1,778.0,dessert,Kulfi,778.0
ORD0001431,I000494,2,588.0,starter,Onion Rings,1176.0
ORD0001433,I004720,1,74.0,dessert,Chocolate Mousse,74.0
ORD0001433,I004729,3,142.0,main_course,Fried Rice,426.0
ORD0001433,I004732,1,43.0,dessert,Rasgulla,43.0
ORD0001434,I005796,1,292.0,main_course,Margherita Pizza,292.0
ORD0001434,I005797,1,165.0,snack,Chicken Sandwich,165.0
ORD0001435,I001508,1,196.0,dessert,Fruit Custard,196.0
ORD0001435,I001518,1,212.0,dessert,Ice Cream (Chocolate),212.0
ORD0001435,I001512,2,96.0,main_course,Dal Makhani,192.0
ORD0001436,I004818,2,192.0,side_dish,Pita Bread,384.0
ORD0001436,I004820,1,158.0,dessert,Gulab Jamun,158.0
ORD0001438,I000922,2,139.0,side_dish,Raita,278.0
ORD0001438,I000924,1,152.0,main_course,Fried Rice,152.0
ORD0001438,I000926,1,223.0,main_course,Margherita Pizza,223.0
ORD0001439,I005037,1,519.0,beverage,Buttermilk,519.0
ORD0001439,I005044,1,331.0,beverage,Masala Chai,331.0
ORD0001439,I005039,2,509.0,beverage,Coca-Cola,1018.0
ORD0001439,I005041,1,523.0,main_course,Butter Chicken,523.0
ORD0001439,I005036,1,520.0,beverage,Sprite,520.0
ORD0001440,I003548,1,83.0,starter,Veg Spring Rolls,83.0
ORD0001441,I000112,1,125.0,snack,Veg Wrap,125.0
ORD0001442,I000725,1,201.0,beverage,Buttermilk,201.0
ORD0001442,I000721,1,233.0,dessert,Ice Cream (Vanilla),233.0
ORD0001442,I000715,2,81.0,snack,Mini Burgers,162.0
ORD0001442,I000723,2,262.0,starter,Veg Spring Rolls,524.0
ORD0001442,I000717,1,229.0,snack,Nachos,229.0
ORD0001443,I006945,1,62.0,beverage,Watermelon Juice,62.0
ORD0001443,I006939,1,135.0,starter,Pav Bhaji,135.0
ORD0001444,I000863,1,233.0,main_course,Dal Makhani,233.0
ORD0001444,I000864,1,124.0,starter,Chicken Wings,124.0
ORD0001445,I001952,1,127.0,dessert,Cheesecake Slice,127.0
ORD0001445,I001950,1,459.0,snack,Sev Puri,459.0
ORD0001445,I001963,1,134.0,starter,Samosa (2 pcs),134.0
ORD0001446,I003028,1,281.0,beverage,Buttermilk,281.0
ORD0001446,I003036,1,406.0,beverage,Coca-Cola,406.0
ORD0001447,I002561,1,272.0,snack,Sev Puri,272.0
ORD0001447,I002553,1,692.0,beverage,Mineral Water,692.0
ORD0001447,I002557,1,601.0,main_course,Rajma Chawal,601.0
ORD0001447,I002556,1,324.0,main_course,Chicken Pizza,324.0
ORD0001447,I002555,2,837.0,starter,Samosa (2 pcs),1674.0
ORD0001448,I002327,1,85.0,side_dish,Laccha Paratha,85.0
ORD0001448,I002326,1,41.0,snack,Veg Wrap,41.0
ORD0001448,I002330,1,74.0,main_course,Chicken Biryani,74.0
ORD0001449,I002611,1,394.0,main_course,Pasta Arrabiata,394.0
ORD0001449,I002608,1,293.0,beverage,Buttermilk,293.0
ORD0001450,I002194,1,138.0,side_dish,Raita,138.0
ORD0001450,I002192,1,40.0,starter,Veg Seekh Kebab,40.0
ORD0001452,I001506,1,267.0,side_dish,Raita,267.0
ORD0001453,I000191,1,89.0,main_course,Masala Dosa,89.0
ORD0001453,I000195,1,102.0,beverage,Cold Coffee,102.0
ORD0001453,I000205,1,85.0,main_course,Butter Chicken,85.0
ORD0001454,I006758,2,233.0,dessert,Brownie,466.0
ORD0001454,I006765,1,220.0,side_dish,Steamed Rice,220.0
ORD0001454,I006761,1,102.0,snack,Veg Sandwich,102.0
ORD0001455,I006363,1,70.0,main_course,Veg Biryani,70.0
ORD0001455,I006376,1,117.0,side_dish,Papad,117.0
ORD0001456,I005597,1,79.0,dessert,Cheesecake Slice,79.0
ORD0001456,I005592,1,99.0,main_course,Fish Curry,99.0
ORD0001456,I005595,1,98.0,dessert,Fruit Custard,98.0
ORD0001457,I000206,1,180.0,beverage,Mango Lassi,180.0
ORD0001457,I000191,3,89.0,main_course,Masala Dosa,267.0
ORD0001457,I000208,1,117.0,main_course,Chicken Pizza,117.0
ORD0001458,I003435,1,177.0,side_dish,Garlic Naan,177.0
ORD0001458,I003436,1,96.0,beverage,Rose Sharbat,96.0
ORD0001458,I003439,1,101.0,side_dish,Jeera Rice,101.0
ORD0001458,I003433,1,63.0,dessert,Fruit Custard,63.0
ORD0001459,I000399,1,163.0,snack,Chicken Sandwich,163.0
ORD0001460,I000908,1,69.0,snack,Garlic Bread (plain),69.0
ORD0001460,I000911,1,138.0,beverage,Masala Chai,138.0
ORD0001461,I004405,1,50.0,starter,Aloo Tikki,50.0
ORD0001461,I004401,1,59.0,beverage,Sprite,59.0
ORD0001461,I004398,1,106.0,dessert,Rasgulla,106.0
ORD0001461,I004402,1,70.0,main_course,Rajma Chawal,70.0
ORD0001461,I004403,1,93.0,main_course,Dal Makhani,93.0
ORD0001462,I003418,1,301.0,snack,Bhel Puri,301.0
ORD0001463,I004006,1,218.0,dessert,Fruit Custard,218.0
ORD0001464,I001974,1,443.0,starter,Chicken Tikka,443.0
ORD0001466,I004451,1,383.0,snack,Corn on the Cob,383.0
ORD0001466,I004457,1,181.0,main_course,Veg Biryani,181.0
ORD0001467,I003151,3,131.0,beverage,Buttermilk,393.0
ORD0001467,I003148,1,54.0,starter,Veg Spring Rolls,54.0
ORD0001468,I005220,1,456.0,main_course,Paneer Butter Masala,456.0
ORD0001468,I005213,1,429.0,snack,Sev Puri,429.0
ORD0001469,I000637,1,93.0,starter,Crispy Corn,93.0
ORD0001469,I000634,2,101.0,side_dish,Green Salad,202.0
ORD0001469,I000630,2,113.0,side_dish,Laccha Paratha,226.0
ORD0001470,I003043,1,486.0,dessert,Ice Cream (Vanilla),486.0
ORD0001470,I003040,1,508.0,beverage,Mango Shake,508.0
ORD0001471,I004232,3,67.0,beverage,Mineral Water,201.0
ORD0001471,I004223,1,116.0,dessert,Chocolate Mousse,116.0
ORD0001471,I004227,1,170.0,starter,Veg Seekh Kebab,170.0
ORD0001472,I002947,1,149.0,side_dish,Laccha Paratha,149.0
ORD0001472,I002951,1,335.0,beverage,Watermelon Juice,335.0
ORD0001472,I002938,1,113.0,starter,Samosa (2 pcs),113.0
ORD0001473,I000934,1,253.0,dessert,Ice Cream (Chocolate),253.0
ORD0001474,I006167,1,62.0,beverage,Mango Lassi,62.0
ORD0001474,I006175,1,79.0,side_dish,Steamed Rice,79.0
ORD0001474,I006177,1,49.0,dessert,Gajar Ka Halwa,49.0
ORD0001476,I006770,1,85.0,main_course,Masala Dosa,85.0
ORD0001476,I006772,1,105.0,main_course,Chole Bhature,105.0
ORD0001477,I000774,2,58.0,side_dish,Jeera Rice,116.0
ORD0001478,I002286,1,217.0,beverage,Sweet Lassi,217.0
ORD0001478,I002279,1,343.0,snack,Masala Fries,343.0
ORD0001479,I006825,1,131.0,beverage,Masala Chai,131.0
ORD0001479,I006822,3,369.0,starter,Chicken Wings,1107.0
ORD0001480,I001137,1,339.0,snack,Veg Sandwich,339.0
ORD0001480,I001131,2,290.0,starter,Samosa (2 pcs),580.0
ORD0001480,I001141,1,140.0,dessert,Chocolate Mousse,140.0
ORD0001481,I006288,1,121.0,snack,Mini Burgers,121.0
ORD0001481,I006300,2,59.0,snack,Sev Puri,118.0
ORD0001481,I006295,2,87.0,main_course,Fish Curry,174.0
ORD0001481,I006291,1,139.0,beverage,Cold Coffee,139.0
ORD0001482,I004554,1,261.0,snack,Mini Burgers,261.0
ORD0001482,I004550,1,129.0,snack,French Fries,129.0
ORD0001482,I004546,2,207.0,dessert,Cheesecake Slice,414.0
ORD0001483,I000047,1,759.0,starter,Crispy Corn,759.0
ORD0001483,I000053,1,566.0,beverage,Sweet Lassi,566.0
ORD0001484,I005093,1,301.0,main_course,Veg Biryani,301.0
ORD0001484,I005097,1,292.0,starter,Chicken Wings,292.0
ORD0001485,I006210,1,116.0,beverage,Mineral Water,116.0
ORD0001485,I006203,1,177.0,main_course,Paneer Butter Masala,177.0
ORD0001487,I000453,1,370.0,beverage,Fresh Lime Soda,370.0
ORD0001487,I000444,1,381.0,snack,French Fries,381.0
ORD0001487,I000450,1,385.0,starter,Veg Seekh Kebab,385.0
ORD0001487,I000443,1,204.0,snack,Veg Sandwich,204.0
ORD0001487,I000448,1,190.0,dessert,Ice Cream (Vanilla),190.0
ORD0001488,I000113,1,134.0,snack,Veg Wrap,134.0
ORD0001490,I006501,1,448.0,snack,Sev Puri,448.0
ORD0001491,I006853,3,523.0,main_course,Dal Makhani,1569.0
ORD0001491,I006849,3,323.0,beverage,Cold Coffee,969.0
ORD0001492,I004043,1,436.0,main_course,Paneer Butter Masala,436.0
ORD0001492,I004039,1,237.0,snack,Veg Sandwich,237.0
ORD0001493,I005531,1,1179.0,side_dish,Garlic Naan,1179.0
ORD0001494,I003214,1,110.0,side_dish,Papad,110.0
ORD0001494,I003219,1,267.0,snack,Nachos,267.0
ORD0001495,I003012,1,79.0,side_dish,Garlic Bread,79.0
ORD0001495,I003015,2,207.0,dessert,Cheesecake Slice,414.0
ORD0001496,I005656,3,321.0,beverage,Sweet Lassi,963.0
ORD0001496,I005642,3,303.0,snack,Corn on the Cob,909.0
ORD0001497,I004462,2,53.0,snack,Masala Fries,106.0
ORD0001497,I004459,1,59.0,beverage,Fresh Lime Soda,59.0
ORD0001497,I004473,1,36.0,beverage,Mango Lassi,36.0
ORD0001497,I004469,1,46.0,beverage,Sprite,46.0
ORD0001498,I002635,1,219.0,side_dish,Garlic Bread,219.0
ORD0001498,I002644,1,229.0,side_dish,Jeera Rice,229.0
ORD0001499,I004227,1,170.0,starter,Veg Seekh Kebab,170.0
ORD0001499,I004231,1,140.0,snack,Mini Burgers,140.0
ORD0001500,I005595,1,98.0,dessert,Fruit Custard,98.0
ORD0001500,I005596,1,197.0,side_dish,Jeera Rice,197.0
ORD0001501,I002657,1,209.0,beverage,Coca-Cola,209.0
ORD0001501,I002654,1,182.0,dessert,Fruit Custard,182.0
ORD0001501,I002653,1,156.0,main_course,Fried Rice,156.0
ORD0001502,I003034,2,534.0,side_dish,Jeera Rice,1068.0
ORD0001502,I003027,2,384.0,starter,Paneer Tikka,768.0
ORD0001503,I001224,2,1244.0,main_course,Egg Curry,2488.0
ORD0001503,I001228,1,751.0,snack,Mini Burgers,751.0
ORD0001504,I001755,2,963.0,snack,Mini Burgers,1926.0
ORD0001504,I001749,1,640.0,dessert,Kheer,640.0
ORD0001505,I003429,1,255.0,beverage,Watermelon Juice,255.0
ORD0001505,I003420,2,453.0,side_dish,Garlic Bread,906.0
ORD0001505,I003427,1,245.0,side_dish,Salan,245.0
ORD0001506,I000771,1,103.0,dessert,Brownie,103.0
ORD0001506,I000770,1,49.0,dessert,Ice Cream (Vanilla),49.0
ORD0001508,I001771,1,43.0,snack,Garlic Bread (plain),43.0
ORD0001508,I001780,1,45.0,beverage,Sweet Lassi,45.0
ORD0001508,I001767,1,30.0,snack,Veg Sandwich,30.0
ORD0001509,I003108,1,90.0,beverage,Mango Lassi,90.0
ORD0001509,I003104,1,110.0,snack,Veg Sandwich,110.0
ORD0001509,I003100,2,111.0,beverage,Sprite,222.0
ORD0001510,I000801,2,65.0,starter,Onion Rings,130.0
ORD0001510,I000798,1,156.0,beverage,Mango Shake,156.0
ORD0001510,I000799,1,138.0,dessert,Fruit Custard,138.0
ORD0001510,I000800,2,77.0,dessert,Ice Cream (Chocolate),154.0
ORD0001510,I000797,1,100.0,snack,Nachos,100.0
ORD0001511,I003996,1,173.0,beverage,Rose Sharbat,173.0
ORD0001512,I005533,2,391.0,side_dish,Salan,782.0
ORD0001512,I005535,1,1331.0,starter,Chicken Wings,1331.0
ORD0001513,I005740,1,187.0,beverage,Rose Sharbat,187.0
ORD0001513,I005746,2,132.0,main_course,Chicken Biryani,264.0
ORD0001513,I005744,2,193.0,main_course,Egg Curry,386.0
ORD0001514,I003666,2,132.0,beverage,Fresh Lime Soda,264.0
ORD0001514,I003680,1,168.0,starter,Crispy Corn,168.0
ORD0001514,I003665,1,161.0,side_dish,Laccha Paratha,161.0
ORD0001515,I000294,2,1057.0,side_dish,Garlic Naan,2114.0
ORD0001516,I000190,2,137.0,beverage,Buttermilk,274.0
ORD0001516,I000203,2,146.0,beverage,Masala Chai,292.0
ORD0001517,I006535,1,54.0,starter,Fish Tikka,54.0
ORD0001517,I006532,1,69.0,main_course,Rajma Chawal,69.0
ORD0001517,I006541,2,137.0,beverage,Sprite,274.0
ORD0001518,I005688,1,585.0,main_course,Chole Bhature,585.0
ORD0001518,I005700,1,392.0,side_dish,Butter Naan,392.0
ORD0001518,I005703,2,157.0,starter,Veg Seekh Kebab,314.0
ORD0001519,I003982,1,70.0,main_course,Rajma Chawal,70.0
ORD0001519,I003988,1,85.0,side_dish,Papad,85.0
ORD0001519,I003974,1,97.0,main_course,Chicken Biryani,97.0
ORD0001520,I000735,1,114.0,starter,Crispy Corn,114.0
ORD0001520,I000737,2,62.0,snack,Popcorn Chicken,124.0
ORD0001520,I000742,2,82.0,starter,Pav Bhaji,164.0
ORD0001520,I000738,2,166.0,beverage,Watermelon Juice,332.0
ORD0001520,I000734,1,171.0,main_course,Masala Dosa,171.0
ORD0001521,I002846,1,167.0,beverage,Sprite,167.0
ORD0001521,I002842,1,182.0,beverage,Masala Chai,182.0
ORD0001521,I002840,1,125.0,beverage,Mango Shake,125.0
ORD0001522,I005504,1,96.0,dessert,Chocolate Mousse,96.0
ORD0001522,I005501,1,130.0,dessert,Gajar Ka Halwa,130.0
ORD0001522,I005502,1,77.0,main_course,Masala Dosa,77.0
ORD0001523,I000674,1,396.0,beverage,Mango Shake,396.0
ORD0001523,I000678,1,415.0,starter,Onion Rings,415.0
ORD0001524,I001143,1,162.0,dessert,Kulfi,162.0
ORD0001524,I001142,1,139.0,main_course,Mutton Biryani,139.0
ORD0001525,I003686,3,131.0,starter,Pav Bhaji,393.0
ORD0001525,I003690,1,137.0,snack,Chicken Sandwich,137.0
ORD0001525,I003688,1,88.0,starter,Chicken Wings,88.0
ORD0001526,I003908,1,471.0,side_dish,Green Salad,471.0
ORD0001526,I003909,2,354.0,snack,Chicken Sandwich,708.0
ORD0001526,I003903,2,452.0,main_course,Hakka Noodles,904.0
ORD0001526,I003912,2,148.0,side_dish,Pita Bread,296.0
ORD0001527,I003686,2,131.0,starter,Pav Bhaji,262.0
ORD0001528,I005842,1,130.0,main_course,Margherita Pizza,130.0
