item_id,restaurant_id,item_name,category,price,is_veg,is_available,popularity_rank,calories
I001625,R0119,Veg Seekh Kebab,starter,657.0,False,True,98,407
I001626,R0119,Ice Cream (Vanilla),dessert,1067.0,True,True,23,719
I001627,R0119,Mineral Water,beverage,1356.0,True,True,29,719
I001628,R0119,Green Salad,side_dish,667.0,True,True,7,315
I001629,R0119,French Fries,snack,827.0,True,True,43,406
I001630,R0119,Dal Makhani,main_course,792.0,True,True,63,213
I001631,R0119,Sev Puri,snack,577.0,True,True,37,257
I001632,R0119,Veg Spring Rolls,starter,380.0,True,True,85,216
I001633,R0119,Jeera Rice,side_dish,584.0,True,True,60,876
I001634,R0119,Crispy Corn,starter,1364.0,False,True,81,737
I001635,R0119,Sev Puri,snack,425.0,True,True,94,227
I001636,R0120,Garlic Bread (plain),snack,978.0,True,True,60,774
I001637,R0120,Crispy Corn,starter,391.0,True,True,45,296
I001638,R0120,Papad,side_dish,807.0,True,False,98,891
I001639,R0120,Rasgulla,dessert,759.0,True,True,13,843
I001640,R0120,Ice Cream (Vanilla),dessert,593.0,True,True,95,306
I001641,R0120,Butter Naan,side_dish,1124.0,True,True,71,578
I001642,R0120,Mango Shake,beverage,794.0,True,True,90,463
I001643,R0120,Rajma Chawal,main_course,683.0,True,True,63,172
I001644,R0120,Ice Cream (Chocolate),dessert,1217.0,True,True,5,687
I001645,R0120,Hakka Noodles,main_course,642.0,True,True,49,671
I001646,R0120,Pav Bhaji,starter,499.0,True,True,91,181
I001647,R0120,Steamed Rice,side_dish,462.0,True,True,94,509
I001648,R0120,Brownie,dessert,299.0,True,True,41,716
I001649,R0120,Samosa (2 pcs),starter,793.0,True,True,47,107
I001650,R0120,Onion Rings,starter,844.0,True,True,95,254
I001651,R0121,Sprite,beverage,639.0,True,True,47,118
I001652,R0121,Sweet Lassi,beverage,1029.0,True,True,26,330
I001653,R0121,Rose Sharbat,beverage,814.0,True,True,44,464
I001654,R0121,Masala Fries,snack,1005.0,False,True,6,364
I001655,R0121,Chole Bhature,main_course,742.0,True,True,52,666
I001656,R0121,Ice Cream (Vanilla),dessert,471.0,True,True,43,345
I001657,R0121,Crispy Corn,starter,583.0,False,True,32,497
I001658,R0121,Paneer Butter Masala,main_course,608.0,True,True,78,574
I001659,R0121,Salan,side_dish,783.0,False,True,32,843
I001660,R0121,Paneer Tikka,starter,838.0,False,False,88,494
I001661,R0122,Coca-Cola,beverage,171.0,True,False,27,548
I001662,R0122,Chicken Sandwich,snack,56.0,True,False,9,288
I001663,R0122,Popcorn Chicken,snack,66.0,True,False,91,323
I001664,R0122,Chocolate Mousse,dessert,171.0,True,True,5,329
I001665,R0122,Fried Rice,main_course,122.0,True,True,56,824
I001666,R0122,Rajma Chawal,main_course,173.0,True,True,68,604
I001667,R0122,Masala Dosa,main_course,70.0,True,True,8,227
I001668,R0122,Rasgulla,dessert,80.0,True,True,94,623
I001669,R0122,Pita Bread,side_dish,90.0,True,True,2,100
I001670,R0122,Gulab Jamun,dessert,85.0,True,True,99,517
I001671,R0122,Aloo Tikki,starter,140.0,True,False,50,376
I001672,R0122,Buttermilk,beverage,53.0,True,True,81,297
I001673,R0123,Steamed Rice,side_dish,265.0,True,True,52,465
I001674,R0123,Chole Bhature,main_course,278.0,True,True,53,259
I001675,R0123,Onion Rings,starter,447.0,True,True,38,714
I001676,R0123,Jeera Rice,side_dish,259.0,True,True,40,332
I001677,R0123,Fruit Custard,dessert,237.0,True,True,30,535
I001678,R0123,Chole Bhature,main_course,480.0,False,True,45,871
I001679,R0123,Sprite,beverage,366.0,True,True,2,657
I001680,R0123,Sprite,beverage,482.0,False,True,17,798
I001681,R0123,Papad,side_dish,361.0,True,True,70,838
I001682,R0123,Nachos,snack,381.0,True,True,23,746
I001683,R0123,Veg Sandwich,snack,290.0,False,True,23,194
I001684,R0123,Onion Rings,starter,146.0,True,False,97,876
I001685,R0124,Chicken Nuggets,starter,327.0,False,True,78,896
I001686,R0124,Rajma Chawal,main_course,351.0,False,True,69,795
I001687,R0124,Kulfi,dessert,128.0,False,True,20,718
I001688,R0124,Garlic Bread (plain),snack,106.0,True,True,98,843
I001689,R0124,Green Salad,side_dish,319.0,False,True,9,878
I001690,R0124,Coleslaw,side_dish,168.0,True,True,19,115
I001691,R0124,Fish Tikka,starter,198.0,True,True,78,129
I001692,R0124,Nachos,snack,127.0,True,True,47,129
I001693,R0124,Fish Curry,main_course,110.0,True,True,42,873
I001694,R0124,Chole Bhature,main_course,226.0,False,True,28,358
I001695,R0124,Ice Cream (Vanilla),dessert,118.0,False,True,52,213
I001696,R0124,Chicken Pizza,main_course,338.0,False,True,23,206
I001697,R0124,Garlic Bread (plain),snack,291.0,False,True,2,850
I001698,R0124,Ice Cream (Chocolate),dessert,306.0,True,True,67,703
I001699,R0124,Popcorn Chicken,snack,140.0,True,True,8,347
I001700,R0124,Butter Chicken,main_course,188.0,False,True,37,823
I001701,R0124,Egg Curry,main_course,112.0,False,True,86,818
I001702,R0124,Mango Shake,beverage,147.0,True,True,73,251
I001703,R0124,Veg Sandwich,snack,305.0,True,True,32,311
I001704,R0124,Veg Wrap,snack,332.0,True,True,10,473
I001705,R0125,Rasgulla,dessert,169.0,False,True,56,344
I001706,R0125,Butter Naan,side_dish,126.0,True,True,1,554
I001707,R0125,Halwa,dessert,101.0,True,True,87,500
I001708,R0125,Garlic Bread,side_dish,219.0,True,True,84,183
I001709,R0125,Veg Wrap,snack,256.0,True,True,44,798
I001710,R0125,Chocolate Mousse,dessert,242.0,True,True,75,528
I001711,R0125,Watermelon Juice,beverage,166.0,True,True,38,812
I001712,R0125,Dal Makhani,main_course,155.0,True,True,15,704
I001713,R0125,Garlic Bread,side_dish,182.0,True,True,33,473
I001714,R0125,Watermelon Juice,beverage,154.0,True,True,49,892
I001715,R0125,Fried Rice,main_course,171.0,True,True,18,889
I001716,R0125,Rose Sharbat,beverage,105.0,True,True,16,268
I001717,R0125,French Fries,snack,94.0,True,True,13,135
I001718,R0125,Corn on the Cob,snack,74.0,True,True,52,105
I001719,R0125,Buttermilk,beverage,248.0,True,False,32,657
I001720,R0125,Raita,side_dish,235.0,True,True,34,248
I001721,R0125,Egg Curry,main_course,81.0,False,True,7,281
I001722,R0125,Sev Puri,snack,195.0,True,True,44,273
I001723,R0126,Cheesecake Slice,dessert,88.0,True,True,82,872
I001724,R0126,Green Salad,side_dish,136.0,True,True,77,454
I001725,R0126,Sweet Lassi,beverage,111.0,True,True,19,178
I001726,R0126,Laccha Paratha,side_dish,132.0,True,True,13,890
I001727,R0126,Nachos,snack,87.0,True,True,11,508
I001728,R0126,Sweet Lassi,beverage,68.0,True,True,73,780
I001729,R0126,Chicken Wings,starter,122.0,True,True,88,363
I001730,R0126,Pasta Arrabiata,main_course,120.0,True,True,81,263
I001731,R0126,Garlic Bread (plain),snack,129.0,True,True,46,341
I001732,R0126,Rose Sharbat,beverage,44.0,True,True,81,401
I001733,R0126,Fresh Lime Soda,beverage,121.0,True,True,20,358
I001734,R0126,Cheesecake Slice,dessert,131.0,True,True,84,134
I001735,R0126,Pasta Arrabiata,main_course,101.0,True,True,72,348
I001736,R0126,Raita,side_dish,143.0,True,True,85,460
I001737,R0126,Chicken Nuggets,starter,126.0,True,True,71,197
I001738,R0126,Chicken Biryani,main_course,85.0,True,True,94,433
I001739,R0126,Popcorn Chicken,snack,48.0,True,True,39,447
I001740,R0126,Cold Coffee,beverage,169.0,True,True,96,218
I001741,R0126,Kulfi,dessert,157.0,True,True,53,728
I001742,R0127,Sprite,beverage,309.0,True,False,9,390
I001743,R0127,Ice Cream (Chocolate),dessert,1026.0,True,False,65,183
I001744,R0127,Butter Naan,side_dish,478.0,True,True,38,870
I001745,R0127,Onion Rings,starter,1245.0,True,True,81,518
I001746,R0127,Mineral Water,beverage,952.0,True,True,45,421
I001747,R0127,Chicken Nuggets,starter,351.0,True,True,44,604
I001748,R0127,Onion Rings,starter,647.0,True,True,25,663
I001749,R0127,Kheer,dessert,640.0,True,True,52,139
I001750,R0127,Margherita Pizza,main_course,910.0,True,True,73,808
I001751,R0127,Popcorn Chicken,snack,836.0,True,True,88,876
I001752,R0127,Veg Wrap,snack,1149.0,True,True,82,157
I001753,R0127,Ice Cream (Vanilla),dessert,769.0,True,True,48,737
I001754,R0127,Mango Lassi,beverage,644.0,True,True,5,297
I001755,R0127,Mini Burgers,snack,963.0,True,True,71,849
I001756,R0128,Chicken Wings,starter,286.0,False,True,94,205
I001757,R0128,Cold Coffee,beverage,322.0,True,True,25,677
I001758,R0128,Rajma Chawal,main_course,1063.0,True,True,50,214
I001759,R0128,Raita,side_dish,1075.0,True,True,17,848
I001760,R0128,Garlic Naan,side_dish,707.0,False,True,43,841
I001761,R0128,Green Salad,side_dish,396.0,True,True,30,530
I001762,R0128,Bhel Puri,snack,457.0,True,False,61,643
I001763,R0128,Mini Burgers,snack,1041.0,False,True,20,338
I001764,R0128,Veg Seekh Kebab,starter,357.0,True,True,23,741
I001765,R0128,Buttermilk,beverage,841.0,True,True,83,728
I001766,R0128,Garlic Bread,side_dish,363.0,True,True,82,625
I001767,R0129,Veg Sandwich,snack,30.0,False,True,71,277
I001768,R0129,Hakka Noodles,main_course,104.0,True,True,13,624
I001769,R0129,Chocolate Mousse,dessert,98.0,True,True,90,521
I001770,R0129,Steamed Rice,side_dish,77.0,True,True,68,666
I001771,R0129,Garlic Bread (plain),snack,43.0,True,True,16,597
I001772,R0129,Ice Cream (Vanilla),dessert,43.0,False,True,6,181
I001773,R0129,Gajar Ka Halwa,dessert,75.0,True,False,54,181
I001774,R0129,Chicken Tikka,starter,31.0,True,True,63,165
I001775,R0129,Onion Rings,starter,49.0,False,True,66,167
I001776,R0129,Mango Lassi,beverage,68.0,True,True,2,849
I001777,R0129,Veg Spring Rolls,starter,65.0,False,True,68,340
I001778,R0129,Gulab Jamun,dessert,82.0,False,True,41,436
I001779,R0129,Papad,side_dish,38.0,False,True,88,562
I001780,R0129,Sweet Lassi,beverage,45.0,True,True,69,868
I001781,R0129,Pav Bhaji,starter,64.0,True,True,46,286
I001782,R0129,Sweet Lassi,beverage,63.0,True,True,57,595
I001783,R0130,Sweet Lassi,beverage,204.0,True,True,89,640
I001784,R0130,Pita Bread,side_dish,144.0,True,True,72,277
I001785,R0130,Cold Coffee,beverage,86.0,True,True,47,267
I001786,R0130,Fish Tikka,starter,77.0,True,True,55,115
I001787,R0130,Mutton Biryani,main_course,115.0,False,True,41,405
I001788,R0130,Rasgulla,dessert,62.0,True,True,57,755
I001789,R0130,Mutton Biryani,main_course,82.0,True,True,34,823
I001790,R0130,Cheesecake Slice,dessert,239.0,False,True,53,660
I001791,R0130,Chicken Sandwich,snack,205.0,True,True,30,863
I001792,R0130,Crispy Corn,starter,199.0,False,True,41,409
I001793,R0130,Chocolate Mousse,dessert,228.0,True,True,14,760
I001794,R0130,Dal Makhani,main_course,184.0,True,True,95,607
I001795,R0130,Mini Burgers,snack,62.0,True,True,31,558
I001796,R0131,Salan,side_dish,104.0,True,True,94,822
I001797,R0131,Garlic Bread (plain),snack,104.0,False,True,90,347
I001798,R0131,Buttermilk,beverage,37.0,False,True,12,758
I001799,R0131,Sprite,beverage,49.0,False,True,58,443
I001800,R0131,Masala Chai,beverage,145.0,True,True,28,115
I001801,R0131,Rose Sharbat,beverage,143.0,True,True,25,257
I001802,R0131,Onion Rings,starter,104.0,False,False,11,120
I001803,R0131,Sweet Lassi,beverage,140.0,False,True,65,484
I001804,R0131,Crispy Corn,starter,90.0,False,True,91,551
I001805,R0131,Pasta Arrabiata,main_course,47.0,True,True,62,458
I001806,R0131,Salan,side_dish,140.0,True,True,17,190
I001807,R0131,French Fries,snack,147.0,True,True,5,789
I001808,R0131,Veg Spring Rolls,starter,113.0,False,True,45,264
I001809,R0131,Sweet Lassi,beverage,80.0,False,True,6,859
I001810,R0131,Aloo Tikki,starter,40.0,True,True,65,344
I001811,R0131,Pasta Arrabiata,main_course,128.0,False,True,30,540
I001812,R0131,Sev Puri,snack,42.0,True,True,96,318
I001813,R0131,Chicken Tikka,starter,145.0,False,True,66,349
I001814,R0131,Green Salad,side_dish,121.0,True,False,25,643
I001815,R0131,Kheer,dessert,66.0,True,True,75,735
I001816,R0132,Ice Cream (Chocolate),dessert,86.0,True,True,43,183
I001817,R0132,Dal Makhani,main_course,168.0,True,True,21,105
I001818,R0132,Chicken Pizza,main_course,337.0,True,True,52,552
I001819,R0132,Raita,side_dish,235.0,True,True,74,785
I001820,R0132,Chole Bhature,main_course,286.0,True,True,71,257
I001821,R0132,Chicken Nuggets,starter,121.0,True,False,38,133
I001822,R0132,Green Salad,side_dish,282.0,True,True,16,868
I001823,R0132,Chicken Biryani,main_course,96.0,True,True,87,341
I001824,R0132,Rose Sharbat,beverage,327.0,True,True,42,171
I001825,R0132,Buttermilk,beverage,261.0,True,True,43,365
I001826,R0132,Jeera Rice,side_dish,257.0,True,True,65,870
I001827,R0133,Coleslaw,side_dish,84.0,True,True,16,513
I001828,R0133,Chicken Tikka,starter,145.0,True,True,51,516
I001829,R0133,Chole Bhature,main_course,75.0,True,True,26,105
I001830,R0133,Mini Burgers,snack,93.0,True,True,6,433
I001831,R0133,Brownie,dessert,149.0,True,True,13,164
I001832,R0133,Garlic Naan,side_dish,106.0,True,True,77,880
I001833,R0133,Veg Wrap,snack,65.0,True,True,94,520
I001834,R0133,Papad,side_dish,65.0,True,True,4,288
I001835,R0133,Masala Fries,snack,90.0,True,True,17,544
I001836,R0133,Watermelon Juice,beverage,54.0,True,True,7,634
I001837,R0133,Chicken Nuggets,starter,79.0,True,True,81,515
I001838,R0133,Veg Seekh Kebab,starter,105.0,True,True,57,382
I001839,R0134,Steamed Rice,side_dish,471.0,True,True,14,739
I001840,R0134,French Fries,snack,909.0,True,True,89,207
I001841,R0134,Papad,side_dish,1081.0,True,True,92,811
I001842,R0134,Veg Spring Rolls,starter,622.0,True,True,48,495
I001843,R0134,Margherita Pizza,main_course,603.0,True,True,61,517
I001844,R0134,Fish Curry,main_course,826.0,True,False,45,467
I001845,R0134,Mini Burgers,snack,313.0,True,True,13,600
I001846,R0134,Pav Bhaji,starter,784.0,True,True,49,709
I001847,R0134,Laccha Paratha,side_dish,705.0,True,True,99,428
I001848,R0134,Mango Shake,beverage,260.0,True,True,39,541
I001849,R0134,Kulfi,dessert,1023.0,True,True,3,827
I001850,R0134,Butter Naan,side_dish,432.0,True,True,30,390
I001851,R0134,Masala Fries,snack,395.0,True,True,40,570
I001852,R0134,Mango Lassi,beverage,294.0,True,True,3,445
I001853,R0134,Veg Wrap,snack,254.0,True,True,21,300
I001854,R0134,Veg Biryani,main_course,339.0,True,True,44,401
I001855,R0134,Green Salad,side_dish,304.0,True,True,88,777
I001856,R0134,Garlic Bread,side_dish,920.0,True,True,64,527
I001857,R0135,Chicken Biryani,main_course,462.0,False,False,61,445
I001858,R0135,Masala Fries,snack,155.0,True,True,2,235
I001859,R0135,Halwa,dessert,213.0,True,True,14,419
I001860,R0135,Aloo Tikki,starter,113.0,False,True,99,613
I001861,R0135,Kulfi,dessert,441.0,True,True,87,424
I001862,R0135,Chicken Pizza,main_course,284.0,True,True,28,673
I001863,R0135,Rasgulla,dessert,116.0,True,True,86,732
I001864,R0135,Veg Sandwich,snack,282.0,True,True,74,656
I001865,R0135,Sprite,beverage,347.0,False,True,53,346
I001866,R0135,Hakka Noodles,main_course,169.0,True,True,55,585
I001867,R0135,Fruit Custard,dessert,251.0,True,True,9,826
I001868,R0135,Mini Burgers,snack,236.0,True,True,51,432
I001869,R0135,Chole Bhature,main_course,217.0,True,True,23,244
I001870,R0136,Samosa (2 pcs),starter,292.0,True,True,94,166
I001871,R0136,French Fries,snack,328.0,False,True,96,742
I001872,R0136,Halwa,dessert,237.0,False,True,76,243
I001873,R0136,Dal Makhani,main_course,122.0,True,True,41,278
I001874,R0136,French Fries,snack,292.0,False,False,75,369
I001875,R0136,Mango Lassi,beverage,196.0,True,True,5,622
I001876,R0136,Cold Coffee,beverage,130.0,True,True,47,572
I001877,R0136,Rasgulla,dessert,425.0,False,True,66,439
I001878,R0136,Steamed Rice,side_dish,193.0,False,True,68,142
I001879,R0136,Fried Rice,main_course,233.0,True,True,82,323
I001880,R0136,Rajma Chawal,main_course,208.0,False,True,7,185
I001881,R0136,Steamed Rice,side_dish,342.0,True,True,20,134
I001882,R0136,Mineral Water,beverage,154.0,False,True,95,505
I001883,R0136,Fruit Custard,dessert,417.0,False,True,42,128
I001884,R0136,Laccha Paratha,side_dish,351.0,True,True,54,241
I001885,R0136,Veg Sandwich,snack,294.0,True,True,16,104
I001886,R0136,Veg Biryani,main_course,379.0,False,True,59,390
I001887,R0136,Pasta Arrabiata,main_course,196.0,True,True,44,833
I001888,R0136,Nachos,snack,251.0,True,True,70,732
I001889,R0136,Halwa,dessert,324.0,True,True,51,709
I001890,R0137,Jeera Rice,side_dish,512.0,True,True,91,393
I001891,R0137,Nachos,snack,372.0,True,True,12,415
I001892,R0137,Gajar Ka Halwa,dessert,177.0,True,True,55,348
I001893,R0137,Chicken Pizza,main_course,277.0,False,True,62,601
I001894,R0137,Crispy Corn,starter,509.0,False,True,33,782
I001895,R0137,Garlic Bread,side_dish,290.0,True,False,97,259
I001896,R0137,Mini Burgers,snack,369.0,True,True,19,231
I001897,R0137,Brownie,dessert,346.0,False,True,76,110
I001898,R0137,Fresh Lime Soda,beverage,253.0,True,True,25,645
I001899,R0137,Raita,side_dish,351.0,True,True,12,636
I001900,R0137,Margherita Pizza,main_course,348.0,True,True,90,555
I001901,R0137,Veg Spring Rolls,starter,231.0,False,True,50,247
I001902,R0137,Veg Biryani,main_course,338.0,False,True,37,760
I001903,R0137,Chocolate Mousse,dessert,340.0,True,True,18,116
I001904,R0137,Egg Curry,main_course,154.0,False,True,45,519
I001905,R0138,Salan,side_dish,72.0,True,True,17,494
I001906,R0138,Paneer Butter Masala,main_course,76.0,False,True,74,307
I001907,R0138,Nachos,snack,158.0,False,True,72,740
I001908,R0138,Mutton Biryani,main_course,74.0,True,True,66,152
I001909,R0138,Laccha Paratha,side_dish,36.0,True,True,72,354
I001910,R0138,Chicken Tikka,starter,120.0,True,True,33,505
I001911,R0138,Crispy Corn,starter,139.0,False,True,6,823
I001912,R0138,Gajar Ka Halwa,dessert,72.0,True,True,77,229
I001913,R0138,Masala Fries,snack,117.0,True,True,68,307
I001914,R0138,Salan,side_dish,61.0,True,True,15,360
I001915,R0139,Veg Wrap,snack,314.0,True,True,29,599
I001916,R0139,Sprite,beverage,1081.0,True,True,46,203
I001917,R0139,Brownie,dessert,896.0,True,True,5,822
I001918,R0139,Fish Tikka,starter,1067.0,True,True,92,781
I001919,R0139,Paneer Tikka,starter,1146.0,True,True,99,382
I001920,R0139,Sweet Lassi,beverage,917.0,True,True,52,186
I001921,R0139,Crispy Corn,starter,425.0,True,True,82,163
I001922,R0139,Rose Sharbat,beverage,710.0,True,True,57,262
I001923,R0139,Crispy Corn,starter,896.0,True,True,30,500
I001924,R0139,Paneer Butter Masala,main_course,412.0,True,True,3,123
I001925,R0140,Sev Puri,snack,288.0,True,True,65,771
I001926,R0140,Fish Curry,main_course,220.0,True,True,66,501
I001927,R0140,Bhel Puri,snack,226.0,True,True,30,117
I001928,R0140,Laccha Paratha,side_dish,130.0,True,True,32,241
I001929,R0140,Jeera Rice,side_dish,310.0,True,True,22,631
I001930,R0140,Chicken Pizza,main_course,187.0,True,True,30,104
I001931,R0140,Fresh Lime Soda,beverage,321.0,True,True,20,182
I001932,R0140,Kulfi,dessert,253.0,True,True,10,256
I001933,R0140,Garlic Bread (plain),snack,116.0,True,True,25,435
I001934,R0140,Onion Rings,starter,130.0,True,True,63,470
I001935,R0140,Mutton Biryani,main_course,164.0,True,True,70,329
I001936,R0140,Rose Sharbat,beverage,258.0,True,True,62,324
I001937,R0140,Chicken Pizza,main_course,273.0,True,True,41,474
I001938,R0140,Dal Makhani,main_course,100.0,True,True,15,231
I001939,R0141,Butter Naan,side_dish,909.0,True,True,23,481
I001940,R0141,Ice Cream (Vanilla),dessert,644.0,True,True,76,397
I001941,R0141,Bhel Puri,snack,1109.0,True,True,10,171
I001942,R0141,Aloo Tikki,starter,527.0,True,True,48,546
I001943,R0141,Butter Naan,side_dish,497.0,False,True,40,431
I001944,R0141,Pita Bread,side_dish,1150.0,False,True,28,255
I001945,R0141,Veg Biryani,main_course,961.0,False,True,26,167
I001946,R0141,Pita Bread,side_dish,969.0,True,True,71,849
I001947,R0141,French Fries,snack,1074.0,False,True,30,399
I001948,R0142,Salan,side_dish,202.0,True,True,90,129
I001949,R0142,Butter Chicken,main_course,304.0,True,True,31,261
I001950,R0142,Sev Puri,snack,459.0,False,True,48,616
I001951,R0142,Watermelon Juice,beverage,427.0,False,True,83,704
I001952,R0142,Cheesecake Slice,dessert,127.0,True,True,89,116
I001953,R0142,Laccha Paratha,side_dish,427.0,True,True,1,723
I001954,R0142,Steamed Rice,side_dish,396.0,True,True,79,481
I001955,R0142,Mineral Water,beverage,493.0,True,True,82,255
I001956,R0142,Rose Sharbat,beverage,222.0,False,True,76,661
I001957,R0142,Butter Chicken,main_course,202.0,True,True,68,280
I001958,R0142,Green Salad,side_dish,324.0,True,True,75,642
I001959,R0142,Fish Curry,main_course,175.0,True,True,47,532
I001960,R0142,Cold Coffee,beverage,454.0,False,True,81,252
I001961,R0142,Mango Shake,beverage,235.0,False,True,7,301
I001962,R0142,Papad,side_dish,262.0,True,True,21,477
I001963,R0142,Samosa (2 pcs),starter,134.0,True,True,54,254
I001964,R0142,Jeera Rice,side_dish,384.0,False,True,24,429
I001965,R0142,Onion Rings,starter,365.0,False,True,35,602
I001966,R0143,Garlic Bread,side_dish,250.0,True,True,50,600
I001967,R0143,Ice Cream (Vanilla),dessert,272.0,True,True,90,261
I001968,R0143,French Fries,snack,245.0,True,True,61,674
I001969,R0143,Chicken Biryani,main_course,244.0,True,True,65,609
I001970,R0143,Bhel Puri,snack,371.0,True,True,31,549
I001971,R0143,Veg Seekh Kebab,starter,506.0,False,True,93,528
I001972,R0143,Fish Curry,main_course,448.0,False,True,95,365
I001973,R0143,Pita Bread,side_dish,516.0,True,True,8,734
I001974,R0143,Chicken Tikka,starter,443.0,False,True,54,502
I001975,R0143,Corn on the Cob,snack,191.0,False,True,46,753
I001976,R0143,Ice Cream (Vanilla),dessert,278.0,False,True,79,384
I001977,R0143,Cold Coffee,beverage,427.0,True,True,60,469
I001978,R0143,Watermelon Juice,beverage,445.0,True,True,13,128
I001979,R0143,Dal Makhani,main_course,246.0,True,True,98,493
I001980,R0143,Nachos,snack,479.0,True,True,83,836
I001981,R0143,Mango Shake,beverage,147.0,True,True,34,377
I001982,R0143,Margherita Pizza,main_course,461.0,True,True,87,151
I001983,R0143,Garlic Bread (plain),snack,204.0,True,True,10,198
I001984,R0144,Mini Burgers,snack,46.0,True,True,70,360
I001985,R0144,Fish Tikka,starter,134.0,True,True,52,572
I001986,R0144,Pasta Arrabiata,main_course,73.0,True,True,17,443
I001987,R0144,Raita,side_dish,93.0,True,True,7,345
I001988,R0144,Masala Fries,snack,50.0,True,True,73,792
I001989,R0144,Ice Cream (Vanilla),dessert,161.0,True,True,94,336
I001990,R0144,Corn on the Cob,snack,64.0,True,True,82,322
I001991,R0144,Crispy Corn,starter,55.0,True,True,38,870
I001992,R0144,Mineral Water,beverage,158.0,True,True,33,704
I001993,R0144,Pav Bhaji,starter,97.0,True,False,92,588
I001994,R0144,Coleslaw,side_dish,50.0,True,True,77,677
I001995,R0144,Veg Spring Rolls,starter,55.0,True,True,75,552
I001996,R0145,Laccha Paratha,side_dish,429.0,True,True,42,454
I001997,R0145,Brownie,dessert,166.0,True,True,11,502
I001998,R0145,Buttermilk,beverage,270.0,True,True,43,505
I001999,R0145,Mini Burgers,snack,180.0,True,True,21,145
I002000,R0145,Raita,side_dish,301.0,True,True,85,466
I002001,R0145,Garlic Naan,side_dish,438.0,True,True,93,805
I002002,R0145,Sprite,beverage,227.0,True,True,69,899
I002003,R0145,Watermelon Juice,beverage,370.0,True,True,97,278
I002004,R0145,Nachos,snack,290.0,True,True,99,683
I002005,R0145,Garlic Bread (plain),snack,476.0,True,False,17,272
I002006,R0145,Crispy Corn,starter,183.0,True,True,70,151
I002007,R0145,Corn on the Cob,snack,362.0,True,True,94,658
I002008,R0145,Rajma Chawal,main_course,123.0,True,True,46,142
I002009,R0145,Green Salad,side_dish,278.0,True,True,47,281
I002010,R0145,Chicken Nuggets,starter,496.0,True,True,64,445
I002011,R0145,Mini Burgers,snack,394.0,True,True,46,379
I002012,R0145,Butter Chicken,main_course,381.0,True,True,25,384
I002013,R0145,Fried Rice,main_course,465.0,True,True,12,288
I002014,R0145,Margherita Pizza,main_course,161.0,True,True,71,264
I002015,R0145,Dal Makhani,main_course,431.0,True,True,38,268
I002016,R0146,Egg Curry,main_course,271.0,True,True,66,363
I002017,R0146,Rose Sharbat,beverage,218.0,True,True,23,810
I002018,R0146,Mini Burgers,snack,92.0,True,True,75,456
I002019,R0146,Fruit Custard,dessert,196.0,True,True,83,616
I002020,R0146,Coleslaw,side_dish,249.0,True,True,45,686
I002021,R0146,Gajar Ka Halwa,dessert,133.0,True,True,43,235
I002022,R0146,Halwa,dessert,255.0,True,True,39,381
I002023,R0146,Mineral Water,beverage,155.0,False,False,7,646
I002024,R0147,Veg Seekh Kebab,starter,296.0,True,True,3,145
I002025,R0147,Fried Rice,main_course,566.0,True,True,15,655
I002026,R0147,Mineral Water,beverage,501.0,True,True,76,768
I002027,R0147,Samosa (2 pcs),starter,536.0,True,True,84,517
I002028,R0147,Aloo Tikki,starter,383.0,True,True,18,802
I002029,R0147,Laccha Paratha,side_dish,316.0,True,True,93,329
I002030,R0147,Veg Wrap,snack,136.0,True,True,32,421
I002031,R0147,Buttermilk,beverage,470.0,True,True,78,665
I002032,R0147,Fried Rice,main_course,148.0,True,True,43,369
I002033,R0148,Pav Bhaji,starter,171.0,True,True,78,407
I002034,R0148,Chicken Wings,starter,258.0,True,True,37,335
I002035,R0148,Sweet Lassi,beverage,270.0,True,True,78,684
I002036,R0148,French Fries,snack,104.0,True,True,12,525
I002037,R0148,Sprite,beverage,153.0,True,True,31,304
I002038,R0148,Egg Curry,main_course,229.0,True,True,40,522
I002039,R0148,Veg Biryani,main_course,92.0,True,True,2,181
I002040,R0148,Sev Puri,snack,175.0,True,True,78,188
I002041,R0148,Ice Cream (Vanilla),dessert,204.0,True,True,96,539
I002042,R0148,Laccha Paratha,side_dish,183.0,True,True,30,154
I002043,R0148,Raita,side_dish,71.0,True,True,97,295
I002044,R0148,Chicken Nuggets,starter,174.0,True,True,79,191
I002045,R0148,Buttermilk,beverage,228.0,True,True,12,754
I002046,R0148,Gajar Ka Halwa,dessert,269.0,True,True,23,622
I002047,R0148,Corn on the Cob,snack,279.0,True,True,14,489
I002048,R0148,Fried Rice,main_course,243.0,True,True,42,109
I002049,R0148,Green Salad,side_dish,204.0,True,True,79,778
I002050,R0148,Chicken Sandwich,snack,115.0,True,True,82,238
I002051,R0149,Masala Fries,snack,51.0,True,True,2,744
I002052,R0149,Fresh Lime Soda,beverage,112.0,True,True,4,698
I002053,R0149,French Fries,snack,105.0,True,True,26,899
I002054,R0149,Sprite,beverage,48.0,True,True,88,698
I002055,R0149,Rose Sharbat,beverage,51.0,True,True,70,400
I002056,R0149,Masala Chai,beverage,71.0,True,True,60,288
I002057,R0149,Sev Puri,snack,123.0,True,True,62,509
I002058,R0149,Jeera Rice,side_dish,66.0,True,True,94,655
I002059,R0149,Dal Makhani,main_course,54.0,True,True,2,618
I002060,R0149,Jeera Rice,side_dish,131.0,False,True,65,345
